G000012005	G900323745
G000172375	G009797425
G000712635	G003241225
G000368625	G002381195
G000689175	G902646925
G001283625	G900323745
G000944855	G900323745
G000026325	G900636085
G000299455	G900323745
G000025105	G001508125
G000026345	G900323745
G000635575	G902521125
G000025025	G002431625
G000172635	G003525145
G000153885	G900552635
G000020945	G012719895
G001440465	G000411595
G001314975	G006218125
G000012005	G900636085
G000008865	G900636085
G001461825	G000411595
G000746035	G000411595
G000779535	G900323745
G000740715	G000411595
G000275785	G000411595
G000437995	G006218125
G000756655	G002337725
G000426385	G002479615
G000702165	G002351115
G000026325	G900323745
G000011065	G006218125
G001456215	G002835445
G000179395	G002482225
G000010285	G003450595
G000009745	G002117205
G000725405	G003533385
G000426385	G002330965
G000196095	G003123995
G000314575	G002476965
G000415005	G002307795
G000296465	G003524165
G000420325	G002473345
G000648015	G002307795
G000493225	G003123995
G000415085	G002307795
G000196275	G002384255
G000777875	G900636085
G000007525	G008673975
G000318015	G001525555
G000007785	G002307795
G000444565	G009797425
G000944855	G900636085
G000444645	G009797425
G001283625	G900636085
G001010485	G002431625
G001307545	G001475495
G001311725	G002316965
G000953715	G012839465
G001042405	G002316965
G000648175	G002307795
G000444685	G009797425
G000444605	G009797425
G000444705	G009797425
G001075215	G002835445
G001233785	G002835445
G000567965	G008269695
G000697965	G002216665
G001280145	G000878385
G000972995	G008269695
G000973005	G008269695
G000196035	G008269695
G001463995	G008269695
G000317935	G001525555
G000620885	G008269695
G000620905	G008269695
G000389905	G000735795
G001340935	G004331935
G000688835	G009797425
G000526435	G003242265
G001133125	G004331935
G001436775	G002316965
G000307265	G900550275
G000517565	G002877975
G000620985	G003537455
G001022195	G001807845
G000019725	G000878385
G000024985	G003242625
G000307285	G002342085
G001485475	G012839965
G001280145	G001476225
G000710505	G003609755
G000299455	G900636085
G000144735	G001812935
G000145555	G001812935
G000185885	G000390045
G000145515	G001812935
G000502095	G000502035
G000019725	G001476225
G000770195	G002215425
G000156295	G002378915
G000499365	G002431625
G000158275	G002211645
G000718005	G002895405
G000008025	G902646925
G000092785	G007859155
G001438005	G002346355
G000583875	G902498835
G001318165	G000735795
G000017865	G003506195
G000024385	G001896795
G001438005	G002346835
G001437355	G900460455
G000744735	G002380295
G001204615	G000735795
G000273375	G000296235
G001434815	G001311765
G000195835	G000735795
G000021485	G003931975
G000754445	G002293055
G000195715	G001525555
G000949635	G003577215
G001418795	G003931975
G000830925	G002431625
G000718325	G004769145
G001308895	G003931975
G000011965	G003516265
G000332315	G000341585
G000024565	G900458955
G000008025	G902642035
G000008345	G001812935
G000025125	G002380595
G000008565	G003516665
G000091545	G002378905
G001051235	G002337185
G000018565	G003512625
G000010305	G003543295
G000021565	G003518825
