G000056065	G001311765	78.4505
G000023405	G003241005	78.4721
G000488255	G900322255	78.486
G000233655	G003241005	78.4895
G000612485	G001525555	78.4937
G000153465	G011055635	78.5059
G001447335	G001634345	78.5121
G000619805	G002878035	78.5225
G000019945	G000878385	78.5232
G000813765	G002362815	78.5365
G000147715	G003525965	78.5526
G000719335	G000719825	78.5552
G000407545	G000438515	78.5654
G000718095	G001484705	78.5756
G000021545	G002878035	78.5858
G000264315	G902168095	78.599
G001310255	G002362815	78.6047
G000016565	G003476965	78.6191
G000341145	G000340945	78.6202
G000821105	G011742915	78.6293
G000735605	G003248805	78.6463
G000429085	G001484705	78.6484
G000364625	G003476965	78.6568
G000225825	G003241005	78.6679
G001424265	G002281795	78.6897
G000759475	G900538725	78.6901
G000719335	G001484705	78.7034
G000022305	G002281795	78.7349
G000935205	G004799405	78.7433
G000238395	G002297745	78.7537
G001021935	G002991565	78.7751
G000720455	G001484705	78.7845
G000938285	G004799405	78.7995
G001431645	G002991565	78.8028
G000820125	G001634345	78.8051
G000204645	G002281795	78.8066
G000697965	G000421085	78.8291
G000814675	G002297745	78.8307
G000802245	G000719825	78.8326
G000011465	G902521125	78.8624
G001278075	G001484705	78.8872
G000472425	G004799405	78.8907
G000284375	G004799405	78.8939
G000981765	G003370465	78.9421
G000519065	G003241225	78.9517
G000784965	G900538725	78.9693
G001465295	G002297745	78.9759
G000620485	G001898415	79.0249
G000423385	G002314325	79.0329
G000815185	G002991565	79.0483
G000011365	G004799405	79.0696
G001429505	G003248805	79.074
G000526595	G004769145	79.0756
G001182895	G902168095	79.0777
G000253235	G001484705	79.0795
G000013745	G004799405	79.0823
G000719955	G001484705	79.1169
G000241265	G002435425	79.1261
G000745265	G002434125	79.1318
G001417815	G008673975	79.1477
G000739995	G002281795	79.1515
G001042635	G008673975	79.1549
G000827005	G001484705	79.1627
G000721275	G001484705	79.1744
G000599985	G001690305	79.1895
G000830005	G001484705	79.2005
G001402795	G003249035	79.24
G000017265	G004297125	79.2497
G000178875	G003241225	79.2543
G000332215	G003249035	79.2601
G000735105	G009360455	79.2878
G000735135	G009360455	79.3044
G000264335	G001898415	79.3942
G000718475	G001570385	79.4796
G001426225	G003248805	79.4896
G001235865	G003447855	79.5014
G000331735	G006519765	79.5085
G001418465	G001484705	79.5141
G000702305	G003241485	79.5364
G000741785	G008673975	79.5733
G000015005	G001475495	79.589
G000015565	G002281795	79.5953
G000718595	G001484705	79.596
G000224515	G003132105	79.6036
G000286415	G001525555	79.6167
G000381345	G002384255	79.617
G000294515	G000340945	79.6263
G001412595	G002434125	79.6265
G001310795	G002281795	79.6273
G000253235	G000719825	79.6348
G001189965	G009914615	79.6533
G000720475	G001484705	79.6558
G000725165	G001723875	79.6667
G000023065	G008015085	79.6835
G000741175	G008673975	79.7172
G001182895	G001898415	79.7408
G000425625	G003476965	79.7727
G000495505	G001486905	79.7838
G000023225	G003542385	79.8041
G000332135	G001672095	79.8136
G001267925	G009914615	79.8206
G000369105	G002381195	79.8469
G000230695	G902168095	79.8472
G000953825	G003524365	79.8621
G000716675	G001484705	79.8889
G001278075	G000719825	79.9019
G001424165	G002434125	79.9183
G000771745	G002378905	79.919
G000312345	G002339505	79.9229
G001418335	G000719825	79.967
G001021495	G000735795	79.979
G000599985	G001723875	80.0275
G001419745	G001484705	80.033
G000938305	G004799405	80.0693
G000021805	G003448685	80.0838
G001422605	G003507845	80.0845
G001078275	G001525555	80.1231
G000511135	G001570385	80.13
G000213935	G002482225	80.1326
G000331005	G000719825	80.1432
G000716675	G000719825	80.145
G000508625	G008661855	80.1809
G000369145	G002381195	80.1944
G000741715	G008673975	80.2819
G000226215	G002415925	80.3107
G000407245	G000438515	80.3325
G000612825	G001475495	80.3581
G000091565	G003507845	80.3687
G000475415	G011742915	80.3759
G000832145	G001508125	80.3881
G001314305	G002991565	80.3881
G000720475	G000719825	80.3924
G000716805	G001484705	80.4076
G000745175	G002384255	80.419
G000590475	G003476965	80.4316
G000091305	G000719825	80.4379
G000203835	G000719825	80.4641
G000368625	G900322255	80.484
G001418415	G000719825	80.4932
G000340435	G000735795	80.5179
G000321025	G900538605	80.5382
G001431505	G002991565	80.5451
G001429395	G003248805	80.5509
G001440405	G004799405	80.5723
G000436075	G900555755	80.5744
G000465555	G900538725	80.5777
G000157895	G000735795	80.6007
G000180175	G900538725	80.665
G000067205	G001525555	80.6738
G000164865	G001807845	80.681
G001419695	G000719825	80.6865
G000283495	G002319965	80.7002
G001418655	G001484705	80.7033
G000236865	G002431805	80.7117
G000331005	G001484705	80.7128
G001418335	G001484705	80.7282
G000750655	G001508125	80.7322
G001298265	G003248805	80.7441
G000747625	G003165815	80.7515
G000183565	G900538655	80.7774
G000007605	G900118655	80.788
G001420315	G003248805	80.8206
G000264315	G001898415	80.8244
G000017705	G003123995	80.8254
G000009945	G900118655	80.8378
G001298575	G001484705	80.8495
G000388115	G001634345	80.8526
G000018945	G001508125	80.8619
G000648515	G900323745	80.8679
G000226215	G003497475	80.8726
G000711245	G002706265	80.9163
G000195995	G900636085	80.9185
G000246925	G900538655	80.9208
G000800935	G003248805	80.9546
G000341085	G000340945	80.9621
G000317595	G000719825	80.9973
G000341125	G000340945	81.012
G001457475	G001525555	81.0244
G000802245	G001484705	81.0262
G000317595	G001484705	81.0365
G000745475	G003248805	81.0683
G000454045	G004211705	81.0727
G000648515	G900636085	81.0761
G000376565	G001484705	81.0795
G000261485	G000421085	81.0887
G000367205	G001812935	81.1223
G000017425	G001584035	81.1815
G000423905	G002378905	81.2092
G001298575	G000719825	81.235
G000372885	G003248915	81.2365
G000763385	G003241845	81.2492
G000471025	G902498835	81.2762
G000725495	G001484705	81.2863
G000187005	G002378905	81.2909
G000741695	G008673975	81.3402
G001418475	G001484705	81.3414
G001021715	G003533385	81.3451
G000283575	G900550275	81.3501
G000311825	G900538605	81.3606
G000378025	G003241485	81.3898
G000698595	G000818655	81.4236
G001005085	G001484705	81.429
G000309385	G003241845	81.4917
G000020945	G012842545	81.517
G000219605	G003476965	81.533
G000661955	G002991565	81.5485
G000156435	G000719825	81.5929
G001279585	G000340945	81.6251
G000716805	G000719825	81.6488
G001013905	G000719825	81.6855
G000725795	G001484705	81.7524
G000824785	G004962545	81.7654
G000349585	G003497475	81.7814
G000306885	G902642035	81.7997
G000187465	G004331935	81.8001
G000725795	G000719825	81.8699
G000092925	G003241485	81.8806
G000480315	G012839885	81.8814
G000497445	G001484705	81.9462
G001418585	G001484705	81.9483
G000418365	G002482225	81.9538
G000163595	G001914155	81.969
G000309885	G002378905	82.0071
G000204605	G001484705	82.0327
G000725495	G000719825	82.0354
G000018545	G000421085	82.0548
G000312025	G900538655	82.0592
G001418655	G000719825	82.0909
G000204195	G002281795	82.1326
G001279985	G001484705	82.1333
G000349325	G001484705	82.1747
G000721105	G001484705	82.1841
G000069965	G002184635	82.2035
G000744885	G002378905	82.2038
G000185905	G004018905	82.2111
G000756775	G003476965	82.259
G000745065	G002378905	82.2963
G000218565	G003963195	82.3115
G000444875	G001484705	82.3355
G001302585	G000720375	82.3492
G001431535	G002991565	82.3517
G000824825	G004962545	82.5111
G000376565	G000719825	82.5125
G000716215	G001484705	82.5296
G001005085	G000719825	82.5509
G000312565	G000296235	82.5704
G000497445	G000719825	82.6086
G000158955	G000719825	82.6274
G000278215	G000296235	82.6288
G001279985	G000719825	82.734
G001418475	G000719825	82.8573
G000382345	G002434125	82.9325
G000349585	G002415925	82.9359
G001189535	G002479615	82.9525
G000701345	G004799405	82.9594
G000203835	G001484705	82.9687
G000158935	G001484705	82.9926
G000027145	G008269695	83.0162
G001189535	G002330965	83.0294
G000215745	G001807845	83.0357
G000196435	G000296235	83.0539
G000689355	G000296235	83.0561
G000349325	G000719825	83.0771
G000721235	G001484705	83.1027
G000949635	G011525665	83.1068
G000278155	G000296235	83.1909
G000158955	G001484705	83.2784
G000278135	G000296235	83.2977
G000317655	G002813895	83.3451
G001314905	G007693465	83.3453
G000215955	G002729955	83.3941
G001066585	G001807845	83.397
G000312025	G900538605	83.4169
G000240185	G001807845	83.4359
G000706625	G000296235	83.4741
G000819865	G001634345	83.5415
G000505545	G002342085	83.5502
G000294715	G000296235	83.6019
G000816565	G004001285	83.6024
G000278195	G000296235	83.6125
G000721235	G000719825	83.6238
G000354175	G003123995	83.6489
G000828075	G012031965	83.6542
G001399775	G002378905	83.6638
G000422085	G001914155	83.7655
G000009765	G000719825	83.7846
G000022725	G000296235	83.7877
G000817735	G012031965	83.7944
G000312545	G000296235	83.8723
G000276805	G002733565	83.8755
G000046705	G000296235	83.9137
G000708545	G000296235	83.9841
G000185905	G004962545	84.0171
G000716215	G000719825	84.0482
G000315565	G012031965	84.0557
G000698575	G000818655	84.0722
G000737945	G002380595	84.1176
G000247895	G001807845	84.1351
G000385415	G000296235	84.1808
G000695055	G003123995	84.1808
G000332975	G002500165	84.2143
G000341385	G000296235	84.2454
G000230695	G001898415	84.2957
G001418415	G001484705	84.3056
G000008385	G902642035	84.3796
G001040945	G009914615	84.4559
G001306135	G003512625	84.4573
G000008385	G902646925	84.4937
G000008385	G902646925	84.5252
G001418585	G000719825	84.5886
G000421625	G002378905	84.5928
G000770645	G003132105	84.6162
G001419695	G001484705	84.7267
G000175235	G002281795	84.7461
G001262595	G001476225	84.8025
G000280015	G000296235	84.8695
G000196395	G001634345	84.9094
G000829315	G902642035	84.9432
G000183745	G011330655	84.9604
G000512915	G900545845	84.9844
G000953735	G002733565	85.0059
G000786655	G003450595	85.1562
G000754505	G009691185	85.1741
G001189955	G009914615	85.2765
G000805385	G001475495	85.361
G000214035	G003248915	85.371
G000725175	G001723875	85.3795
G000158215	G002211645	85.4533
G001025175	G008673975	85.6214
G000721105	G000719825	85.6646
G000156435	G001484705	85.7938
G000824785	G004018905	85.7941
G001012825	G002367055	85.8085
G000278115	G000296235	85.8545
G000478785	G003516665	85.9628
G000376585	G902642035	86.0648
G000344275	G004331935	86.0767
G000014805	G001634345	86.1853
G000820205	G001634345	86.1886
G000341655	G002431625	86.2515
G000073005	G902642035	86.2631
G000009025	G002431625	86.3477
G000830885	G002431625	86.3522
G000025585	G002431625	86.3536
G000073005	G902646925	86.3744
G000341695	G002431625	86.39
G000016705	G002431625	86.3932
G001460955	G002431625	86.4462
G000376585	G902646925	86.4893
G000015885	G900638075	86.4951
G000204235	G001812935	86.5304
G001408335	G003450595	86.5577
G000331595	G902642035	86.5831
G000455325	G001475495	86.586
G000828085	G012031965	86.5933
G000317205	G003261315	86.6589
G000331595	G902646925	86.6732
G000314735	G003963195	86.6911
G000017145	G000421085	86.7425
G001262595	G000878385	86.9468
G000519105	G900548915	87.0863
G000321025	G900538655	87.1768
G000426925	G001672095	87.1925
G000177615	G900067225	87.233
G000278295	G000296235	87.2397
G000521175	G001672095	87.3174
G000191145	G008978205	87.4054
G000017405	G012839885	87.4207
G000312525	G000296235	87.6203
G000437075	G002492685	87.7862
G000183885	G008269695	87.8546
G000484635	G001724135	87.9109
G000312705	G001672095	88.0454
G000824825	G004018905	88.1294
G000759935	G902521125	88.1728
G000433375	G006218125	88.1887
G000183565	G900538605	88.1932
G000960735	G008269695	88.2065
G000341065	G000340945	88.2153
G000759855	G902521125	88.2172
G000311825	G900538655	88.2519
G000340565	G003556955	88.2785
G000759865	G902521125	88.2914
G000146165	G003241225	88.4024
G000759855	G902534475	88.4325
G000221145	G001812935	88.4442
G000759865	G902534475	88.4842
G000369105	G900322255	88.4873
G000759935	G902534475	88.5501
G000204035	G002362815	88.9378
G000340565	G007692755	89.3236
G000830905	G002431625	89.3611
G000759955	G902521125	89.3627
G000764205	G002162925	89.3704
G000291295	G001584035	89.378
G001459095	G002431625	89.4192
G000158595	G902521125	89.483
G000011905	G002431625	89.5115
G000238275	G002297745	89.6846
G000832605	G001584035	89.794
G000012645	G902534475	90.1241
G000634635	G902521125	90.1772
G000023605	G002869945	90.1947
G000015965	G902521125	90.3433
G000634355	G902521125	90.3898
G000634615	G902521125	90.4131
G000015645	G902521125	90.4201
G000634595	G902521125	90.5394
G001275395	G003261315	90.5794
G000635595	G902521125	90.594
G000447295	G003261315	90.6014
G000634855	G902521125	90.6217
G000635535	G902521125	90.6735
G001180325	G902521125	90.6798
G000635715	G902521125	90.7324
G000018605	G001509385	90.7325
G000181895	G000502035	90.868
G000634675	G902521125	90.8755
G000183405	G002878065	90.9139
G000635875	G902521125	90.9275
G000434815	G002492145	90.9421
G000635515	G902521125	90.9988
G000501215	G000502035	91.0026
G000980495	G002492145	91.0498
G000634435	G902521125	91.0562
G000501015	G000502035	91.0618
G000501275	G000502035	91.072
G000759955	G902534475	91.0738
G000007825	G001584035	91.1062
G001420855	G001584035	91.1373
G000501875	G000502035	91.143
G000501695	G000502035	91.165
G000501615	G000502035	91.1836
G000501235	G000502035	91.2231
G000501155	G000502035	91.262
G000501735	G000502035	91.3051
G000501675	G000502035	91.3645
G000501915	G000502035	91.3704
G000635455	G902521125	91.3992
G000072485	G002991565	91.4564
G000501895	G000502035	91.503
G000746645	G008978205	91.5081
G000714705	G000502035	91.5477
G000501755	G000502035	91.5662
G000501595	G000502035	91.5679
G000007325	G002211645	91.5747
G000500975	G000502035	91.6607
G000739475	G000502035	91.7394
G000428825	G003542385	91.9252
G000027165	G004331935	91.9582
G000317245	G003261315	92.1076
G000304735	G000502035	92.4328
G000612605	G900538725	92.4347
G000317995	G900118655	92.4972
G000300045	G000502035	92.5276
G001401485	G900118655	92.5307
G001401455	G900118655	92.5813
G000298435	G900118655	92.5814
G000298535	G900118655	92.5958
G000270385	G900118655	92.6153
G000204175	G900118655	92.6279
G000227525	G902594275	92.6316
G000298555	G900118655	92.6331
G000298375	G900118655	92.6502
G000211155	G900118655	92.6867
G000270405	G900118655	92.688
G000270425	G900118655	92.7012
G000687395	G900118655	92.7211
G000298515	G900118655	92.744
G000298455	G900118655	92.7595
G000338695	G900118655	92.7646
G001401475	G900118655	92.7682
G000415685	G900118655	92.7718
G000298495	G900118655	92.7967
G000191925	G900118655	92.8127
G000219105	G006519765	92.8136
G000007845	G001584035	92.8567
G000417585	G900118655	92.8853
G001401465	G900118655	92.924
G000227525	G902612085	92.9486
G000007845	G001584035	92.9494
G000417845	G900118655	92.9681
G000008165	G001584035	92.9755
G000786005	G900118655	92.9809
G000298475	G900118655	93.0118
G000008505	G001584035	93.0241
G000298415	G900118655	93.1325
G001404695	G900543615	93.2321
G000246875	G011742915	93.2753
G000527135	G003248915	93.4073
G000784835	G001508125	93.618
G000455225	G002319965	93.6817
G000015965	G902534475	93.7352
G000384495	G902543325	93.799
G000648615	G006777585	93.8933
G000384495	G902577835	93.9049
G000723745	G002492685	93.9267
G000020225	G002492685	93.9445
G000196735	G000411595	93.9651
G000092985	G000340945	93.9795
G000015645	G902534475	94.0412
G001405375	G900543615	94.146
G001180325	G902534475	94.179
G000635595	G902534475	94.1886
G000634615	G902534475	94.2258
G000634855	G902534475	94.267
G000635535	G902534475	94.2687
G000255295	G003612255	94.2823
G000635715	G902534475	94.3291
G000169035	G900543615	94.4042
G000434535	G900543615	94.4071
G000006965	G000421085	94.5388
G000431455	G002492145	94.5759
G000634595	G902534475	94.6501
G000635875	G902534475	94.6626
G000635515	G902534475	94.6641
G000980515	G002492685	94.6872
G000436395	G002492685	94.6897
G000619785	G008269695	94.7325
G000634355	G902534475	94.7448
G000635455	G902534475	94.7529
G000634675	G902534475	94.7928
G000431315	G902383995	94.7943
G000297435	G009996405	94.8325
G000332585	G009996405	94.8591
G000332585	G007095915	94.8709
G000297435	G007095915	94.8891
G000205025	G002492145	94.8909
G000330925	G007095915	94.8955
G000330925	G009996405	94.9051
G000778805	G900636085	94.9071
G000981785	G009996405	94.9378
G000307995	G009996405	94.9681
G000384995	G902611185	94.9697
G000634435	G902534475	95.0025
G000312245	G009996405	95.0033
G000307995	G007095915	95.0733
G000312185	G009996405	95.1004
G000312245	G007095915	95.1051
G000312205	G009996405	95.1078
G000981785	G007095915	95.1134
G000312205	G007095915	95.1321
G000312285	G009996405	95.1525
G000312725	G007095915	95.2138
G000599945	G009996405	95.2457
G001264245	G007095915	95.2663
G000312285	G007095915	95.2787
G000526855	G003013295	95.2787
G000230655	G001508125	95.2828
G000008545	G001508125	95.3022
G000978555	G001508125	95.3042
G000513215	G001914155	95.3226
G000312185	G007095915	95.3275
G001264245	G009996405	95.3494
G000988325	G002322695	95.364
G000312725	G009996405	95.3714
G000787675	G007095915	95.3839
G000369145	G900322255	95.6774
G000778805	G900323745	95.7087
G000312165	G007095915	95.7963
G000010625	G007095915	95.8311
G000312165	G009996405	95.8375
G000312265	G007095915	95.8586
G000781475	G900636085	95.9146
G000777875	G900323745	95.9841
G000312265	G009996405	96.0148
G000010625	G009996405	96.0302
G001294745	G002388375	96.0375
G000781475	G900323745	96.1313
G000248055	G002500165	96.211
G000160455	G002433005	96.2279
G000243335	G008933815	96.3145
G000315585	G003261315	96.3904
G000190755	G002454495	96.4677
G000016785	G001508125	96.5289
G000338055	G003241005	96.536
G000934435	G003261315	96.595
G000777575	G900636085	96.6665
G000021885	G009797425	96.6993
G000006925	G900323745	96.7417
G000183345	G900636085	96.7887
G000012845	G001404395	96.8733
G000012685	G006519765	96.9184
G000183345	G900323745	96.9338
G000777575	G900323745	96.9477
G000264335	G902168095	97.0358
G000689175	G902642035	97.0645
G000444545	G009797425	97.0763
G000426465	G009360455	97.115
G000779535	G900636085	97.1328
G000008865	G900323745	97.1361
G000006925	G900323745	97.1424
G000758725	G002367055	97.1465
G000312125	G002363295	97.1748
G000026345	G900636085	97.2096
G000012005	G900323745	97.211
G000172375	G009797425	97.2158
G000712635	G003241225	97.2712
G000368625	G002381195	97.2742
G000689175	G902646925	97.2772
G001283625	G900323745	97.3278
G000944855	G900323745	97.393
G000026325	G900636085	97.4151
G000299455	G900323745	97.4182
G000025105	G001508125	97.4642
G000026345	G900323745	97.4858
G000635575	G902521125	97.5614
G000025025	G002431625	97.5925
G000172635	G003525145	97.6695
G000153885	G900552635	97.6724
G000020945	G012719895	97.7453
G001440465	G000411595	97.7468
G001314975	G006218125	97.7519
G000012005	G900636085	97.7822
G000008865	G900636085	97.7935
G001461825	G000411595	97.7949
G000746035	G000411595	97.8115
G000779535	G900323745	97.8128
G000740715	G000411595	97.8263
G000275785	G000411595	97.833
G000437995	G006218125	97.8486
G000756655	G002337725	97.9076
G000426385	G002479615	97.9115
G000702165	G002351115	97.9233
G000026325	G900323745	97.9295
G000011065	G006218125	97.9462
G001456215	G002835445	98.044
G000179395	G002482225	98.0446
G000010285	G003450595	98.0528
G000009745	G002117205	98.1207
G000725405	G003533385	98.1253
G000426385	G002330965	98.1902
G000196095	G003123995	98.2057
G000314575	G002476965	98.2143
G000415005	G002307795	98.227
G000296465	G003524165	98.2467
G000420325	G002473345	98.2702
G000648015	G002307795	98.3042
G000493225	G003123995	98.3103
G000415085	G002307795	98.3294
G000196275	G002384255	98.3486
G000777875	G900636085	98.3509
G000007525	G008673975	98.3563
G000318015	G001525555	98.3697
G000007785	G002307795	98.371
G000444565	G009797425	98.4019
G000944855	G900636085	98.4225
G000444645	G009797425	98.4308
G001283625	G900636085	98.441
G001010485	G002431625	98.4769
G001307545	G001475495	98.5422
G001311725	G002316965	98.5475
G000953715	G012839465	98.5512
G001042405	G002316965	98.6247
G000648175	G002307795	98.6286
G000444685	G009797425	98.6412
G000444605	G009797425	98.6455
G000444705	G009797425	98.6809
G001075215	G002835445	98.6851
G001233785	G002835445	98.6927
G000567965	G008269695	98.711
G000697965	G002216665	98.7166
G001280145	G000878385	98.7192
G000972995	G008269695	98.7265
G000973005	G008269695	98.7279
G000196035	G008269695	98.7443
G001463995	G008269695	98.7596
G000317935	G001525555	98.7835
G000620885	G008269695	98.7879
G000620905	G008269695	98.7913
G000389905	G000735795	98.8029
G001340935	G004331935	98.8036
G000688835	G009797425	98.8148
G000526435	G003242265	98.8266
G001133125	G004331935	98.8375
G001436775	G002316965	98.869
G000307265	G900550275	98.8772
G000517565	G002877975	98.9286
G000620985	G003537455	98.9618
G001022195	G001807845	98.9711
G000019725	G000878385	98.9765
G000024985	G003242625	99.0062
G000307285	G002342085	99.0153
G001485475	G012839965	99.0182
G001280145	G001476225	99.0339
G000710505	G003609755	99.0759
G000299455	G900636085	99.0827
G000144735	G001812935	99.1002
G000145555	G001812935	99.1203
G000185885	G000390045	99.1252
G000145515	G001812935	99.1352
G000502095	G000502035	99.2653
G000019725	G001476225	99.2743
G000770195	G002215425	99.3532
G000156295	G002378915	99.3762
G000499365	G002431625	99.3817
G000158275	G002211645	99.4268
G000718005	G002895405	99.437
G000008025	G902646925	99.4774
G000092785	G007859155	99.5156
G001438005	G002346355	99.5834
G000583875	G902498835	99.5873
G001318165	G000735795	99.6417
G000017865	G003506195	99.6529
G000024385	G001896795	99.6732
G001438005	G002346835	99.6847
G001437355	G900460455	99.6851
G000744735	G002380295	99.6918
G001204615	G000735795	99.7082
G000273375	G000296235	99.7423
G001434815	G001311765	99.761
G000195835	G000735795	99.7979
G000021485	G003931975	99.8297
G000754445	G002293055	99.8682
G000195715	G001525555	99.8777
G000949635	G003577215	99.8789
G001418795	G003931975	99.8952
G000830925	G002431625	99.9132
G000718325	G004769145	99.9171
G001308895	G003931975	99.9475
G000011965	G003516265	99.9488
G000332315	G000341585	99.9591
G000024565	G900458955	99.963
G000008025	G902642035	99.9664
G000008345	G001812935	99.9715
G000025125	G002380595	99.978
G000008565	G003516665	99.9783
G000091545	G002378905	99.9846
G001051235	G002337185	99.9946
G000018565	G003512625	99.9956
G000010305	G003543295	99.9996
G000021565	G003518825	99.9999
