cladeID	nkmers	card	gsize	csize
N7414	1924488	15	1596229	2562
N9115	208925	2	1596229	2564
N8855	338932	3	1596231	2565
N8548	419512	4	1596237	2566
N8854	134620	2	1596237	2568
N8547	212467	3	1596239	2569
N8198	631647	7	1596290	2569
N8853	234565	2	1596290	2571
N8545	288006	2	1596292	2574
N8546	363143	3	1596292	2572
N8197	650509	5	1596311	2574
N7810	1280590	12	1596529	2574
N7413	1427004	13	1596634	2575
N7023	109619	2	1597839	2577
N7024	3341650	28	1597839	2575
N6598	3451156	30	1597915	2577
N6178	3550992	31	1598080	2578
N7021	298525	2	1598080	2582
N7022	356275	2	1598080	2580
N6597	654212	4	1598088	2582
N6177	840259	5	1598099	2583
N5741	4389945	36	1598580	2583
N5316	4507560	37	1598680	2584
N6595	529652	2	1598680	2588
N6596	442834	2	1598680	2586
N6176	970261	4	1598688	2588
N5740	1270262	5	1598702	2589
N5315	1461080	6	1598732	2590
N4940	5965727	43	1599545	2590
N4578	6174682	44	1599758	2591
N3854	14912175	94	1604953	2592
N3503	14998087	95	1605061	2593
N3159	15045846	96	1605181	2594
N2823	114068034	765	1680595	2594
N3502	169510	2	1680595	2596
N3157	75048	2	1680597	2599
N3158	236245	3	1680597	2597
N2822	311240	5	1680604	2599
N2511	114378620	770	1681146	2599
N3853	84002	2	1681146	2601
N3501	107389	3	1681148	2602
N3155	101748	2	1681154	2605
N3156	159190	4	1681154	2603
N2821	260863	6	1681178	2605
N2510	317835	7	1681183	2606
N2199	114696114	777	1681514	2606
N3500	130395	2	1681514	2608
N3154	194732	3	1681516	2609
N2509	277149	5	1681526	2611
N2198	295600	6	1681535	2612
N1906	114991346	783	1681885	2612
N1637	114996001	784	1681888	2613
N7020	62093	2	1681888	2615
N6594	63971	3	1681890	2616
N6175	68331	4	1681896	2617
N5738	58589	2	1681908	2620
N5739	70294	5	1681908	2618
N5314	80215	7	1681972	2620
N4939	81611	8	1682026	2621
N4577	84293	9	1682149	2622
N4938	38216	2	1682149	2624
N4576	61003	3	1682151	2625
N4214	96535	12	1682848	2625
N3852	125770	13	1683011	2626
N5737	38896	2	1683011	2628
N5313	39117	3	1683013	2629
N4937	40740	4	1683019	2630
N4575	47183	5	1683029	2631
N4936	40719	2	1683029	2633
N4574	43755	3	1683031	2634
N4213	63770	8	1683103	2634
N4572	49095	2	1683103	2638
N4573	62057	2	1683103	2636
N4212	79461	4	1683111	2638
N3851	111578	12	1683708	2638
N3499	237164	25	1683746	2638
N4935	43864	2	1683746	2640
N4570	51756	2	1683748	2643
N4571	65976	3	1683748	2641
N4211	117163	5	1683762	2643
N3850	144546	6	1683776	2644
N3498	168163	7	1683788	2645
N3153	405211	32	1683832	2645
N4934	26769	2	1683832	2647
N4569	48185	3	1683834	2648
N4209	38465	2	1683838	2651
N4210	64490	4	1683838	2649
N3849	101289	6	1683864	2651
N4208	50028	2	1683864	2653
N3848	70575	3	1683866	2654
N3497	170943	9	1683957	2654
N3152	173688	10	1683963	2655
N2819	578823	42	1684015	2655
N3847	41700	2	1684015	2657
N3496	62413	3	1684017	2658
N3151	83356	4	1684022	2659
N2818	104238	5	1684024	2660
N2508	683026	47	1684052	2660
N7018	48895	2	1684052	2664
N7019	39578	2	1684052	2662
N6593	72553	4	1684060	2664
N6173	51964	2	1684074	2667
N6174	87087	5	1684074	2665
N5736	126511	7	1684166	2667
N5312	148270	8	1684270	2668
N5734	53845	2	1684270	2672
N5735	53026	2	1684270	2670
N5311	98752	4	1684278	2672
N4932	39917	2	1685451	2674
N4933	227405	12	1685451	2672
N4567	29259	2	1686206	2676
N4568	265182	14	1686206	2674
N4207	291064	16	1687128	2676
N4566	52109	2	1687128	2678
N4206	59642	3	1687130	2679
N3846	348530	19	1687697	2679
N6172	46508	2	1687697	2681
N5733	58103	3	1687699	2682
N6171	28747	2	1687699	2684
N5732	46254	3	1687701	2685
N5310	80787	6	1687749	2685
N4931	83683	7	1687811	2686
N4565	98468	8	1687933	2687
N3845	120548	10	1688007	2689
N4205	118877	9	1688007	2688
N3494	41498	2	1688330	2691
N3495	467924	29	1688330	2689
N3150	509392	31	1688353	2691
N2817	550274	32	1688371	2692
N3149	35959	2	1688371	2694
N2816	61564	3	1688372	2695
N2507	611778	35	1688405	2695
N2197	1294666	82	1688494	2695
N3148	38354	2	1688494	2697
N2815	43674	3	1688496	2698
N2506	47917	4	1688502	2699
N2196	54941	5	1688516	2700
N1905	1349571	87	1688547	2700
N4930	35479	2	1688547	2702
N4563	48340	2	1688549	2705
N4564	46467	3	1688549	2703
N4203	29532	2	1688567	2707
N4204	94361	5	1688567	2705
N3844	123675	7	1688593	2707
N3493	145528	8	1688619	2708
N3147	168334	9	1688644	2709
N2814	176644	10	1688662	2710
N3146	21980	2	1688662	2712
N2813	30129	3	1688664	2713
N2505	206699	13	1688693	2713
N3145	41926	2	1688693	2715
N2811	24377	2	1688695	2718
N2812	63413	3	1688695	2716
N2504	87735	5	1688704	2718
N2195	294295	18	1688764	2718
N1904	319591	19	1688778	2719
N1636	1669083	106	1688853	2719
N1386	55558	2	1689672	2721
N1161	116719715	892	1689728	2721
N970	116871202	893	1689876	2722
N6167	300110	2	1880222	2724
N782	288961878	2552	1880222	2722
N5728	392806	3	1880224	2725
N5307	395570	4	1880225	2726
N8543	43496	2	1880230	2728
N8544	123046	2	1880230	2730
N8195	201347	2	1880235	2732
N8196	166304	4	1880235	2730
N7809	367514	6	1880250	2732
N8542	112292	2	1880250	2734
N8193	289547	2	1880252	2737
N8194	231314	3	1880252	2735
N7808	520568	5	1880266	2737
N7412	887614	11	1880345	2737
N7016	313079	2	1880388	2740
N7017	1033218	12	1880388	2738
N6592	1346193	14	1880441	2740
N6170	1476252	15	1880472	2741
N8541	146932	2	1880472	2743
N8192	156971	3	1880474	2744
N7807	158185	4	1880475	2745
N7411	227728	5	1880477	2746
N7014	254079	2	1880478	2749
N7015	244738	6	1880478	2747
N6591	498784	8	1880488	2749
N7013	434057	2	1880488	2751
N6590	570665	3	1880490	2752
N6169	1069256	11	1880526	2752
N5731	2545097	26	1880718	2752
N6168	330902	2	1880718	2754
N5730	607116	3	1880719	2755
N5309	3151925	29	1880860	2755
N5729	129917	2	1880860	2757
N5308	186527	3	1880862	2758
N4929	3337844	32	1880958	2758
N4562	3807741	37	1881120	2759
N5306	29568	2	1881120	2761
N4927	126191	3	1881122	2762
N5305	309547	2	1881122	2764
N4926	384525	3	1881124	2765
N4561	510678	6	1881130	2765
N4202	4317087	43	1881313	2765
N4925	371704	2	1881313	2767
N4560	527051	3	1881315	2768
N4201	578505	4	1881319	2769
N3843	4893900	47	1881513	2769
N7012	139697	2	1881518	2771
N6589	168221	3	1881520	2772
N6166	313799	4	1881526	2773
N5727	411846	5	1881536	2774
N5304	593315	6	1881554	2775
N4559	863871	8	1881593	2777
N5302	281365	2	1881593	2781
N5303	312025	2	1881593	2779
N4922	61036	2	1881601	2783
N4923	593185	4	1881601	2781
N4558	654108	6	1881621	2783
N4200	1517673	14	1881734	2783
N5301	127156	2	1881734	2785
N4921	238994	3	1881736	2786
N4557	241806	4	1881738	2787
N4199	359932	5	1881743	2788
N3842	1877237	19	1881876	2788
N6164	46974	2	1881876	2792
N6165	62337	2	1881876	2790
N5725	51250	2	1881884	2794
N5726	95913	4	1881884	2792
N5300	146959	6	1881914	2794
N4920	178736	7	1881928	2795
N4555	117765	2	1881941	2798
N4556	231348	8	1881941	2796
N4198	348949	10	1881975	2798
N3841	408256	11	1881981	2799
N3491	2285437	30	1882028	2799
N3143	80477	2	1882600	2802
N3144	7181247	78	1882600	2800
N2810	7261641	80	1882668	2802
N7410	239288	2	1882668	2804
N7010	133424	2	1882670	2807
N7011	386145	3	1882670	2805
N6588	519226	5	1882680	2807
N6163	664338	6	1882696	2808
N5724	798350	7	1882716	2809
N7009	206013	2	1882716	2811
N6587	326437	3	1882718	2812
N6162	439280	4	1882724	2813
N5723	538432	5	1882737	2814
N5299	1336546	12	1882844	2814
N6161	297523	2	1882844	2816
N5722	428196	3	1882846	2817
N5298	592415	4	1882852	2818
N4919	1926010	16	1883082	2818
N4554	2084817	17	1883215	2819
N6160	395480	2	1883215	2821
N5720	393685	2	1883217	2824
N5721	507289	3	1883217	2822
N5297	895959	5	1883237	2824
N4918	1078113	6	1883264	2825
N4553	1248554	7	1883279	2826
N4197	3330334	24	1884071	2826
N7409	181144	2	1884071	2828
N7008	313444	3	1884073	2829
N6586	457870	4	1884079	2830
N6159	570391	5	1884093	2831
N7007	35439	2	1884093	2833
N6585	37826	3	1884095	2834
N6158	204511	4	1884097	2835
N5718	337261	2	1884148	2837
N5719	774644	9	1884148	2835
N5295	189188	2	1884249	2839
N5296	1111291	11	1884249	2837
N4917	1300376	13	1884301	2839
N6584	140759	2	1884301	2841
N6157	197237	3	1884303	2842
N5717	301984	4	1884309	2843
N5293	234726	2	1884322	2846
N5294	410962	5	1884322	2844
N4916	645573	7	1884355	2846
N4552	1945417	20	1884533	2846
N4196	2099517	21	1884598	2847
N3840	5422998	45	1886025	2847
N4195	192715	2	1886025	2849
N3839	341478	3	1886027	2850
N3490	5763633	48	1886413	2850
N4549	284920	2	1886413	2852
N4191	196093	2	1886415	2855
N4192	374713	3	1886415	2853
N4551	199873	2	1886429	2857
N4194	315277	3	1886431	2858
N4550	70855	2	1886431	2860
N4193	110384	3	1886433	2861
N3838	425552	6	1886458	2861
N3489	995990	11	1886542	2861
N3142	6754661	59	1887692	2861
N2809	6806072	60	1887750	2862
N2503	14057497	140	1890430	2862
N8540	84541	2	1890430	2864
N8191	86884	3	1890431	2865
N7805	61987	2	1890436	2868
N7806	179834	4	1890436	2866
N7408	241436	6	1890444	2868
N7006	255869	7	1890450	2869
N6583	342857	8	1890464	2870
N7804	77469	2	1890464	2872
N7406	136722	2	1890466	2875
N7407	146406	3	1890466	2873
N7004	53274	2	1890486	2877
N7005	280826	5	1890486	2875
N6582	334034	7	1890506	2877
N6156	676706	15	1890583	2877
N5716	702270	16	1890600	2878
N7003	4328	2	1890600	2880
N6580	57735	2	1890601	2883
N6581	117900	3	1890601	2881
N6155	175633	5	1890603	2883
N7002	92902	2	1890603	2885
N6578	112707	2	1890604	2888
N6579	96648	3	1890604	2886
N6154	209349	5	1890607	2888
N5715	384972	10	1890613	2888
N5292	1087137	26	1890657	2888
N9114	64448	2	1890657	2890
N8852	77538	3	1890659	2891
N8539	80002	4	1890665	2892
N8190	102480	5	1890679	2893
N7803	106696	6	1890704	2894
N7405	113153	7	1890757	2895
N7001	115647	8	1890836	2896
N6577	118624	9	1890976	2897
N6153	136531	10	1891058	2898
N5714	151026	11	1891081	2899
N7404	113780	2	1891081	2901
N6999	72664	2	1891083	2904
N7000	131211	3	1891083	2902
N6576	203752	5	1891097	2904
N6998	86470	2	1891097	2906
N6575	87006	3	1891098	2907
N6152	290551	8	1891114	2907
N5713	317218	9	1891119	2908
N5291	468200	20	1891148	2908
N4915	1555308	46	1891174	2908
N6997	291295	2	1891174	2910
N6574	455607	3	1891176	2911
N6996	253445	2	1891176	2913
N6573	385454	3	1891178	2914
N6151	840383	6	1891220	2914
N5712	986364	7	1891258	2915
N7403	17283	2	1891258	2917
N6995	60763	3	1891259	2918
N6571	95843	2	1891262	2921
N6572	203454	4	1891262	2919
N6150	299244	6	1891266	2921
N5711	433723	7	1891273	2922
N5290	1419258	14	1891428	2922
N6993	201631	2	1891428	2926
N6994	271452	2	1891428	2924
N6569	263046	2	1891436	2928
N6570	472925	4	1891436	2926
N6148	80960	2	1891463	2930
N6149	735661	6	1891463	2928
N6568	266029	2	1891478	2932
N6147	398584	3	1891480	2933
N5709	533818	4	1891486	2934
N5289	1350080	12	1891574	2934
N4914	2768554	26	1891860	2934
N4548	4323597	72	1892069	2934
N4190	4502962	73	1892101	2935
N3835	96488	3	1892133	2939
N3836	4605700	74	1892133	2936
N4189	92568	2	1892133	2938
N3487	58508	2	1892140	2941
N3488	4702181	77	1892140	2939
N3486	100163	2	1892154	2943
N2502	5024383	83	1892272	2945
N2194	19074629	223	1895318	2945
N3834	72188	2	1895318	2947
N3484	65491	2	1895320	2950
N3485	93358	3	1895320	2948
N2807	169588	6	1895322	2951
N3139	158846	5	1895322	2950
N3483	46560	2	1895322	2953
N3138	62177	3	1895324	2954
N2806	62184	4	1895327	2955
N2501	231760	10	1895331	2955
N3833	55946	2	1895331	2957
N3482	60235	3	1895333	2958
N3137	67060	4	1895339	2959
N2805	106976	5	1895346	2960
N2500	146678	6	1895347	2961
N2193	378433	16	1895351	2961
N1903	19452888	239	1895488	2961
N7801	50647	2	1895488	2963
N7401	111819	3	1895490	2964
N6991	150601	4	1895494	2965
N6566	186141	5	1895501	2966
N6145	200273	6	1895507	2967
N7802	80562	2	1895516	2969
N7402	82722	3	1895518	2970
N6992	85628	4	1895524	2971
N6567	89421	5	1895537	2972
N6146	106712	6	1895560	2973
N5708	151018	7	1895598	2974
N5288	411973	14	1895646	2975
N4913	414968	15	1895649	2976
N5287	100933	2	1895649	2978
N4912	103564	3	1895651	2979
N4187	150465	2	1895704	2983
N4188	519419	20	1895704	2981
N4546	1087	2	1895704	2981
N4547	518332	18	1895704	2979
N3831	73140	2	1895731	2985
N3832	669829	22	1895731	2983
N3480	27013	4	1895764	2989
N3481	742922	24	1895764	2985
N3830	23959	3	1895764	2988
N4186	22280	2	1895764	2987
N3136	769846	28	1895782	2989
N3479	35433	3	1895782	2992
N3829	9232	2	1895782	2991
N3135	42765	4	1895784	2993
N2804	812609	32	1895786	2993
N4544	220723	2	1895786	2997
N4545	307036	2	1895786	2995
N4185	527552	4	1895791	2997
N3478	559834	6	1895796	2999
N3828	557761	5	1895796	2998
N3134	597082	7	1895802	3000
N4543	34870	2	1895802	3002
N4184	65919	3	1895804	3003
N3827	90073	4	1895810	3004
N3477	93870	5	1895811	3005
N3133	132010	6	1895812	3006
N2803	729086	13	1895817	3006
N2499	1541483	45	1895870	3006
N4911	39732	2	1895870	3008
N4541	64020	2	1895872	3011
N4542	47949	3	1895872	3009
N4183	74322	5	1895892	3011
N3825	8579	2	1895922	3014
N3826	81035	6	1895922	3012
N3132	114987	9	1895950	3015
N3476	89494	8	1895950	3014
N4540	49825	2	1895950	3017
N4181	70895	2	1895952	3020
N4182	68886	3	1895952	3018
N3475	140506	6	1895961	3021
N3824	139713	5	1895961	3020
N3131	244185	7	1895971	3022
N2802	359168	16	1895974	3022
N4180	78300	2	1895974	3024
N3823	94859	3	1895976	3025
N3474	94882	4	1895982	3026
N3129	44779	2	1895988	3029
N3130	97081	5	1895988	3027
N2801	141721	7	1896002	3029
N2498	500861	23	1896022	3029
N2191	157450	3	1896104	3032
N2192	2042168	68	1896104	3029
N2497	150462	2	1896104	3031
N1902	2199576	71	1896134	3032
N1635	21651047	310	1897048	3032
N3128	118786	3	1897051	3035
N2800	133500	4	1897057	3036
N2495	104899	2	1897071	3039
N2496	160963	5	1897071	3037
N2190	204560	7	1897130	3039
N1901	242232	8	1897195	3040
N1634	301458	9	1897222	3041
N1385	21952360	319	1897355	3041
N1899	642034	2	1897355	3045
N1900	463848	2	1897355	3043
N1384	1113916	5	1897359	3046
N1160	23066053	324	1897559	3046
N4179	97434	2	1897559	3048
N3822	113247	3	1897561	3049
N3472	113896	4	1897567	3050
N3127	138298	5	1897581	3051
N2799	178784	6	1897603	3052
N2798	135241	4	1897612	3056
N2494	313494	10	1897623	3056
N4178	77459	2	1897623	3058
N3821	146178	3	1897625	3059
N3471	214352	4	1897628	3060
N3124	288813	5	1897632	3061
N2797	358143	6	1897638	3062
N2493	487992	7	1897643	3063
N2189	801460	17	1897662	3063
N3122	150817	2	1897662	3065
N3123	153206	2	1897665	3067
N2796	153593	3	1897667	3068
N2492	426485	6	1897681	3069
N2188	503638	7	1897688	3070
N1898	1305088	24	1897696	3070
N4177	141004	2	1897696	3072
N3820	245283	3	1897698	3073
N4176	197124	2	1897698	3075
N3819	295082	3	1897700	3076
N3470	539712	6	1897729	3076
N3121	649123	7	1897757	3077
N2794	726073	8	1897790	3078
N3120	99971	2	1897790	3080
N2793	170262	3	1897791	3081
N2491	896214	11	1897833	3081
N2187	965373	12	1897860	3082
N1897	1069873	13	1897871	3083
N1631	308719	2	1897900	3085
N1632	2374923	37	1897900	3083
N1383	2683592	39	1897931	3085
N4539	799433	2	1897931	3087
N4175	1252286	3	1897933	3088
N3817	898608	2	1897939	3091
N3818	1712023	4	1897939	3089
N3468	1069149	2	1897983	3093
N3469	2602767	6	1897983	3091
N3119	3660682	8	1898160	3093
N2791	508630	2	1898225	3096
N2792	3837777	9	1898225	3094
N2490	4345571	11	1898411	3096
N2186	4398099	12	1898435	3097
N3816	1005901	2	1898435	3099
N3466	984741	2	1898437	3102
N3467	1617941	3	1898437	3100
N3117	578423	2	1898457	3104
N3118	2601011	5	1898457	3102
N2790	3178998	7	1898490	3104
N2489	3713948	8	1898519	3105
N3116	939079	2	1898519	3107
N2789	1504200	3	1898521	3108
N2488	1958346	4	1898527	3109
N2185	5671514	12	1898662	3109
N1895	284639	2	1899366	3111
N1896	10066964	24	1899366	3109
N1382	10361687	27	1899415	3112
N1630	10351536	26	1899415	3111
N1159	13045139	66	1899536	3112
N6144	392661	2	1902124	3114
N969	36105602	390	1902124	3112
N5705	260773	2	1902126	3117
N5706	689783	3	1902126	3115
N5286	949579	5	1902143	3117
N4910	1149433	6	1902161	3118
N4538	1377834	7	1902189	3119
N5285	369102	2	1902189	3121
N4909	562279	3	1902191	3122
N4537	747363	4	1902197	3123
N4174	2124232	11	1902346	3123
N5284	408843	2	1902346	3125
N4908	540819	3	1902348	3126
N4535	461836	2	1902354	3129
N4536	782789	4	1902354	3127
N4173	1244216	6	1902383	3129
N3815	3366727	17	1902712	3129
N4907	66441	2	1902712	3131
N4534	88818	3	1902714	3132
N4172	190781	4	1902717	3133
N3814	407225	5	1902719	3134
N3465	3773639	22	1902836	3134
N3813	449126	2	1902836	3136
N3464	843282	3	1902838	3137
N3115	4616649	25	1902952	3137
N3463	77310	2	1902952	3139
N3114	119944	3	1902954	3140
N2788	4736550	28	1902985	3140
N4533	218082	2	1902985	3142
N4170	199512	2	1902987	3145
N4171	246130	3	1902987	3143
N3811	219810	2	1903007	3147
N3812	442359	5	1903007	3145
N3462	660740	7	1903062	3147
N3113	937445	8	1903088	3148
N3112	170041	3	1903091	3151
N2787	1107204	11	1903157	3151
N2487	5843064	39	1903344	3151
N3111	190298	2	1903344	3153
N2785	69803	2	1903346	3156
N2786	244601	3	1903346	3154
N2486	314381	5	1903360	3156
N2184	6157215	44	1903433	3156
N3110	242175	2	1903433	3158
N2783	227317	2	1903435	3161
N2784	376921	3	1903435	3159
N2485	604214	5	1903440	3161
N2183	752128	6	1903445	3162
N1894	6908988	50	1903551	3162
N1628	142510	2	1903591	3165
N1629	6962246	51	1903591	3163
N1381	7104720	53	1903621	3165
N1627	269483	2	1903621	3167
N1380	373066	3	1903623	3168
N1158	7477630	56	1903731	3168
N2484	25442	2	1903731	3170
N2182	28879	3	1903732	3171
N1893	31998	4	1903733	3172
N2181	64089	2	1903733	3174
N1892	78549	3	1903734	3175
N1626	110544	7	1903735	3175
N1157	183514	9	1903737	3177
N1379	143035	8	1903737	3176
N968	7661105	65	1903770	3177
N781	43763581	455	1906236	3177
N3810	88207	2	1963171	3179
N3460	100565	3	1963172	3180
N3109	127198	4	1963177	3181
N2782	130697	5	1963187	3182
N2483	152822	6	1963206	3183
N2180	161143	7	1963243	3184
N1891	171778	8	1963310	3185
N1625	173956	9	1963383	3186
N1378	186821	10	1963544	3187
N1624	100999	2	1963544	3189
N1377	120855	3	1963546	3190
N1156	307345	13	1963652	3190
N1623	93119	3	1963655	3193
N1155	112537	5	1963676	3195
N967	419800	18	1963695	3195
N605	535282	20	1963706	3197
N780	525937	19	1963706	3196
N452	333191478	3027	1964127	3197
N332	339626174	3197	1968078	3197
N9487	27325	3	1968086	3200
N9047	27579	6	1968107	3203
N8788	26896	2	1968163	3207
N8789	27886	8	1968163	3205
N8463	27903	10	1968219	3207
N8462	27053	3	1968222	3210
N8461	53677	3	1968413	3213
N7726	53786	5	1968426	3215
N7352	54732	19	1968599	3216
N6951	54756	20	1968735	3217
N6535	54880	21	1968889	3218
N6118	56849	22	1969008	3219
N5675	57825	23	1969108	3220
N5249	27431	2	1969235	3222
N4879	62455	26	1969463	3223
N4511	64265	27	1969723	3224
N5674	26956	2	1969723	3226
N5248	27162	3	1969725	3227
N4877	26969	2	1969731	3230
N4878	33554	4	1969731	3228
N4510	34127	6	1969762	3230
N4146	26625	2	1970465	3232
N4147	68024	33	1970465	3230
N3784	72418	35	1970979	3232
N3435	53362	2	1971566	3235
N3436	79734	36	1971566	3233
N3081	131954	38	1971640	3235
N3434	46548	2	1971640	3237
N3080	67808	3	1971641	3238
N2753	28858	2	1971698	3240
N2754	199344	41	1971698	3238
N2454	227728	43	1971754	3240
N4145	28232	6	1971778	3246
N3783	28246	7	1971790	3247
N3782	55889	2	1971803	3249
N3432	56073	3	1971804	3250
N3078	39705	2	1971825	3253
N3079	56500	11	1971825	3251
N2752	63720	13	1971842	3253
N4144	27281	2	1971842	3255
N3780	26409	2	1971844	3258
N3781	28957	3	1971844	3256
N3430	25618	2	1971864	3260
N3431	31315	5	1971864	3258
N3077	32445	7	1971903	3260
N3779	27515	2	1971903	3262
N3429	28952	3	1971905	3263
N3076	30806	4	1971911	3264
N2751	38383	11	1972452	3264
N2453	101969	24	1972464	3264
N2158	329269	67	1972608	3264
N3075	24470	6	1972621	3270
N2750	24514	7	1972624	3271
N2451	28965	2	1972625	3274
N2452	50228	8	1972625	3272
N2157	78480	10	1972639	3274
N1867	407557	77	1972721	3274
N4508	66233	4	1972731	3278
N4142	72118	5	1972745	3279
N3776	74484	6	1972775	3280
N3427	75825	7	1972835	3281
N3074	123460	8	1972841	3282
N2749	184174	9	1972847	3283
N3073	44681	5	1972869	3288
N2748	79248	6	1972870	3289
N2450	263393	15	1972891	3289
N4872	106882	2	1972891	3291
N4507	154909	3	1972893	3292
N4140	241085	4	1972898	3293
N4138	82643	2	1972904	3297
N4139	118452	2	1972904	3295
N3773	201033	4	1972909	3297
N3425	509563	9	1972961	3298
N3071	72995	2	1972989	3301
N3072	561744	10	1972989	3299
N2747	634671	12	1973022	3301
N2449	697100	13	1973051	3302
N2156	960321	28	1973170	3302
N1866	992549	29	1973181	3303
N1604	1399993	106	1973278	3303
N5672	131081	2	1973278	3307
N5673	147757	2	1973278	3305
N5245	104580	2	1973286	3309
N5246	210433	4	1973286	3307
N4871	253189	6	1973330	3309
N4506	351092	7	1973390	3310
N4870	161932	2	1973390	3312
N4505	177386	3	1973392	3313
N4136	167292	2	1973737	3315
N4137	524116	10	1973737	3313
N3772	691061	12	1973844	3315
N5244	14015	2	1973844	3317
N4869	21480	3	1973846	3318
N4503	220942	2	1973851	3321
N4504	84271	4	1973851	3319
N4134	388682	2	1973856	3323
N4135	305193	6	1973856	3321
N3771	693832	8	1973866	3323
N3424	1384771	20	1973939	3323
N3070	1679408	21	1973972	3324
N4502	112919	2	1973972	3326
N4133	147416	3	1973974	3327
N3770	177790	4	1973978	3328
N3422	196031	2	1973981	3331
N3423	481403	5	1973981	3329
N3069	677382	7	1973988	3331
N2746	2356673	28	1974042	3331
N3769	95799	2	1974042	3333
N3420	91333	2	1974044	3336
N3421	147436	3	1974044	3334
N3068	238719	5	1974050	3336
N2745	286134	6	1974055	3337
N2448	2642735	34	1974101	3337
N3419	99547	2	1974101	3339
N3067	339791	3	1974102	3340
N2744	380312	4	1974104	3341
N2447	425606	5	1974106	3342
N2155	3068211	39	1974174	3342
N3064	153015	3	1974174	3345
N3417	80039	2	1974174	3344
N3418	17918	2	1974176	3347
N3065	229589	2	1974178	3350
N3066	43520	3	1974178	3348
N2743	273106	5	1974180	3350
N2446	531738	9	1974189	3351
N3768	456588	2	1974189	3353
N3415	366417	2	1974191	3356
N3416	610919	3	1974191	3354
N3063	976985	5	1974205	3356
N2741	1151246	6	1974221	3357
N2445	1337213	7	1974234	3358
N2154	1868842	16	1974281	3358
N1865	4936670	55	1974490	3358
N3062	137291	2	1974490	3360
N2740	146881	3	1974492	3361
N2444	312136	4	1974495	3362
N2153	421936	5	1974496	3363
N3061	233566	2	1974496	3365
N2739	300793	3	1974498	3366
N2443	498091	4	1974500	3367
N2152	639723	5	1974502	3368
N1864	1061633	10	1974509	3368
N1603	5998152	65	1974613	3368
N7351	286518	2	1974664	3370
N6950	368531	3	1974666	3371
N6533	158938	2	1974672	3374
N6534	433222	4	1974672	3372
N6117	580468	6	1974711	3374
N5670	562592	2	1974762	3377
N5671	835926	7	1974762	3375
N5242	255093	2	1974857	3379
N5243	1397312	9	1974857	3377
N4868	1651899	11	1974914	3379
N4501	1960573	12	1974958	3380
N4132	2163657	13	1974974	3381
N3766	477379	2	1975007	3384
N3767	2381473	14	1975007	3382
N3414	2858706	16	1975055	3384
N3060	3065441	17	1975064	3385
N2738	3109444	18	1975067	3386
N3412	549282	2	1975067	3390
N3413	440117	2	1975067	3388
N3059	989333	4	1975074	3390
N3411	338274	2	1975074	3392
N3058	635423	3	1975076	3393
N2737	1624657	7	1975101	3393
N2442	4733751	25	1975231	3393
N3410	566888	2	1975231	3395
N3057	905437	3	1975233	3396
N2735	717889	2	1975239	3399
N2736	1102352	4	1975239	3397
N2441	1820119	6	1975265	3399
N2151	6553589	31	1975405	3399
N5241	73777	2	1975405	3401
N4130	223740	2	1975410	3406
N4131	318761	5	1975410	3404
N4500	315982	4	1975410	3403
N3764	128934	2	1975414	3408
N3765	542468	7	1975414	3406
N3409	671395	9	1975417	3408
N3056	753653	10	1975422	3409
N3408	193866	2	1975422	3411
N3055	330167	3	1975424	3412
N2734	1083764	13	1975445	3412
N2440	1201923	14	1975456	3413
N2150	1385489	15	1975460	3414
N1863	7938912	46	1975573	3414
N5240	53421	2	1975573	3416
N4499	73390	4	1975582	3418
N4865	9492	2	1975582	3420
N4498	14227	3	1975584	3421
N4128	124369	2	1975596	3423
N4129	87536	7	1975596	3421
N3763	211803	9	1975620	3423
N3407	250247	10	1975635	3424
N3053	139977	2	1975650	3427
N3054	340845	11	1975650	3425
N2732	50825	2	1975663	3429
N2733	480762	13	1975663	3427
N2149	531729	16	1975674	3430
N2439	531570	15	1975674	3429
N1862	553125	17	1975675	3431
N1602	8491996	63	1975714	3431
N5669	42041	3	1975717	3434
N5239	75170	4	1975723	3435
N4863	10603	2	1975728	3438
N4864	108491	5	1975728	3436
N4496	45152	2	1975732	3440
N4497	119063	7	1975732	3438
N4127	164210	9	1975737	3440
N4862	44069	2	1975737	3442
N4126	112262	4	1975738	3444
N4495	104237	3	1975738	3443
N3762	276471	13	1975739	3444
N6949	38290	2	1975739	3446
N6532	56285	3	1975741	3447
N6115	56475	4	1975746	3448
N5668	72535	5	1975749	3449
N5238	124298	6	1975750	3450
N4860	32826	2	1975752	3453
N4861	160937	7	1975752	3451
N4494	193762	9	1975753	3453
N3761	253827	11	1975758	3455
N3406	530122	24	1975778	3455
N3760	36284	2	1975778	3457
N3405	82425	3	1975779	3458
N3052	612544	27	1975782	3458
N4493	20849	2	1975782	3460
N4123	67611	2	1975783	3463
N4124	85072	3	1975783	3461
N3759	152658	5	1975789	3463
N3403	40175	2	1975790	3466
N3404	155144	6	1975790	3464
N3051	195318	8	1975791	3466
N2731	807697	35	1975798	3466
N2438	825677	36	1975801	3467
N2148	861007	37	1975802	3468
N1601	911973	39	1975806	3470
N1861	907107	38	1975806	3469
N1359	9403849	102	1975846	3470
N1145	16801099	273	1976296	3470
N1860	11789	2	1976296	3472
N1600	22840	3	1976298	3473
N1358	32102	4	1976302	3474
N1144	39885	5	1976310	3475
