cladeID	nkmers	card	gsize	csize
N9785	311037	3	3862053	7675
N9632	415173	4	3862059	7676
N9445	594279	6	3862097	7676
N9230	211306	2	3862136	7679
N9231	688013	7	3862136	7677
N8970	898391	9	3862247	7679
N8693	990882	10	3862336	7680
N9228	98670	2	3862336	7684
N9229	144380	2	3862336	7682
N8969	176114	4	3862342	7684
N8692	213482	5	3862353	7685
N8356	1203002	15	3862687	7685
N7981	2605029	30	3864591	7685
N8691	218088	2	3864591	7687
N8355	320389	3	3864593	7688
N7980	450524	4	3864599	7689
N7586	3047743	34	3866364	7689
N8690	185890	2	3866364	7691
N8354	284569	3	3866366	7692
N7978	149960	2	3866371	7695
N7979	378608	4	3866371	7693
N7585	528315	6	3866396	7695
N7196	3571674	40	3867868	7695
N7977	147940	2	3867868	7697
N7584	251771	3	3867870	7698
N7195	365786	4	3867876	7699
N6780	3932478	44	3869216	7699
N6354	4799378	105	3871804	7699
N7583	196416	2	3871804	7701
N7194	275165	3	3871806	7702
N6779	375172	4	3871812	7703
N6353	477543	5	3871825	7704
N5915	203611	2	3873597	7706
N5916	5273374	110	3873597	7704
N5479	5475018	112	3874447	7706
N7582	237757	2	3874447	7708
N7193	365387	3	3874449	7709
N6778	502557	4	3874455	7710
N6352	610318	5	3874468	7711
N7192	203068	2	3874468	7713
N6776	175473	2	3874470	7716
N6777	295833	3	3874470	7714
N6351	470220	5	3874489	7716
N5914	1079211	10	3874686	7716
N5478	1165437	11	3874757	7717
N5073	6627223	123	3878773	7717
N6775	255433	2	3878773	7719
N6349	204983	2	3878775	7722
N6350	309605	3	3878775	7720
N5913	513955	5	3878794	7722
N5072	566791	7	3878810	7724
N5477	566790	6	3878810	7723
N4706	71508	2	3881808	7726
N4707	7185614	130	3881808	7724
N4351	7256429	132	3882068	7726
N4705	290975	2	3882068	7728
N4350	450858	3	3882070	7729
N4002	7705268	135	3882978	7729
N3654	40528629	270	3903915	7729
N9227	430074	2	3903915	7731
N8968	643639	3	3903917	7732
N8689	849995	4	3903923	7733
N8353	1025806	5	3903937	7734
N7975	387208	2	3903958	7737
N7976	1126640	6	3903958	7735
N7581	1509272	8	3904081	7737
N7191	1780328	9	3904218	7738
N6774	2019560	10	3904348	7739
N6348	2302902	11	3904570	7740
N7974	514628	2	3904570	7742
N7580	992007	3	3904572	7743
N7190	1387916	4	3904578	7744
N6772	343864	2	3904592	7747
N6773	1806242	5	3904592	7745
N6347	2146975	7	3904630	7747
N5912	4438352	18	3906181	7747
N6346	89894	2	3906181	7749
N5911	344702	3	3906183	7750
N5476	4779507	21	3906829	7750
N5071	4869340	22	3906959	7751
N7579	870938	2	3906959	7753
N7189	1323478	3	3906961	7754
N6771	1554314	4	3906967	7755
N7578	944421	2	3906967	7757
N7188	1385396	3	3906969	7758
N6770	1779977	4	3906975	7759
N6344	982910	2	3907156	7761
N6345	3322654	8	3907156	7759
N5910	4298255	10	3907451	7761
N5475	4703123	11	3907684	7762
N7187	694641	2	3907684	7764
N6769	1043763	3	3907686	7765
N6343	1368647	4	3907692	7766
N5909	1810304	5	3907706	7767
N5474	2340240	6	3907734	7768
N5070	7022579	17	3910155	7768
N4703	734107	2	3919705	7770
N4704	11855566	39	3919705	7768
N4349	12575614	41	3923308	7770
N5473	401150	2	3923308	7772
N5069	630073	3	3923310	7773
N5472	550166	2	3923310	7775
N5068	932926	3	3923312	7776
N4702	1561157	6	3923353	7776
N4348	1823057	7	3923391	7777
N4001	14378220	48	3930098	7777
N5471	607227	2	3930098	7779
N5066	581538	2	3930100	7782
N5067	983297	3	3930100	7780
N4700	901167	2	3930120	7784
N4701	1561086	5	3930120	7782
N4347	2459142	7	3930202	7784
N4000	2465704	8	3930219	7785
N3653	16818725	56	3938893	7785
N3309	514453	2	3995754	7787
N3310	57248748	326	3995754	7785
N2976	57756415	328	3999558	7787
N7973	433303	2	3999558	7789
N7577	890467	3	3999560	7790
N7186	1306740	4	3999566	7791
N6768	1359554	5	3999576	7792
N7185	815146	2	3999576	7794
N6767	1235737	3	3999578	7795
N6342	2585527	8	3999671	7795
N5908	3104410	9	3999759	7796
N6765	600927	2	3999759	7800
N6766	465442	2	3999759	7798
N6341	1062111	4	3999767	7800
N6764	697748	2	3999767	7802
N6340	796321	3	3999769	7803
N5907	1843695	7	3999873	7803
N5469	443501	2	4001288	7805
N5470	4937009	16	4001288	7803
N5065	5377603	18	4001654	7805
N4699	5938091	19	4002172	7806
N4346	5941704	20	4002185	7807
N3999	6280194	21	4002557	7808
N5064	257249	2	4002557	7810
N4698	477169	3	4002559	7811
N4345	504087	4	4002562	7812
N3998	802329	5	4002573	7813
N3652	7079592	26	4003389	7813
N3308	7507152	27	4003814	7814
N4696	454605	2	4003814	7818
N4697	406179	2	4003814	7816
N4343	498159	2	4003822	7820
N4344	857138	4	4003822	7818
N3997	1346398	6	4003865	7820
N4341	425850	2	4003865	7824
N4342	497250	2	4003865	7822
N3996	917760	4	4003873	7824
N3650	432668	2	4004361	7826
N3651	2247422	10	4004361	7824
N3307	2678936	12	4004587	7826
N2975	10175494	39	4008487	7826
N2666	67848068	367	4055009	7826
N3995	376751	2	4055009	7828
N3648	576181	2	4055010	7831
N3649	377290	3	4055010	7829
N3305	866513	2	4055017	7833
N3306	952322	5	4055017	7831
N2974	1816621	7	4055039	7833
N2665	2041723	8	4055066	7834
N2379	69872148	375	4064630	7834
N2081	176107756	961	4397933	7834
N4695	44054	2	4397933	7836
N4340	69679	3	4397935	7837
N3993	45489	2	4397941	7840
N3994	83960	4	4397941	7838
N3647	129067	6	4397967	7840
N4693	47472	2	4397967	7844
N4694	47037	2	4397967	7842
N4339	64836	4	4397975	7844
N3992	68104	5	4397989	7845
N3646	70164	6	4398019	7846
N3304	197399	12	4398328	7846
N2973	230293	13	4398359	7847
N4338	49021	2	4398359	7849
N3991	61190	3	4398361	7850
N3644	44485	2	4398367	7853
N3645	69141	4	4398367	7851
N2972	84996	7	4398474	7854
N2664	312049	20	4398685	7854
N3643	52389	2	4398685	7856
N3302	70850	3	4398687	7857
N3642	43221	2	4398687	7859
N3301	80882	3	4398689	7860
N2970	58934	2	4398717	7862
N2971	151375	6	4398717	7860
N2663	210157	8	4398746	7862
N2378	521565	28	4398960	7862
N2080	543997	29	4398978	7863
N1804	176651345	990	4399373	7863
N1551	176901871	991	4401020	7864
N3300	83890	2	4401020	7866
N2969	139013	3	4401022	7867
N2662	192671	4	4401025	7868
N2968	385110	2	4401025	7870
N2661	452537	3	4401027	7871
N2377	645176	7	4401046	7871
N3299	79681	2	4401046	7873
N2966	293999	2	4401048	7876
N2967	114460	3	4401048	7874
N2660	408452	5	4401054	7876
N2376	474648	6	4401057	7877
N2079	1119742	13	4401084	7877
N1803	1206019	14	4401097	7878
N2965	139122	2	4401097	7880
N2659	231767	3	4401099	7881
N2374	89463	2	4401105	7884
N2375	305971	4	4401105	7882
N2078	395397	6	4401116	7884
N1802	440965	7	4401126	7885
N1550	1646857	21	4401199	7885
N1316	178544828	1012	4404641	7885
N2373	479364	2	4404660	7887
N2076	604195	2	4404662	7890
N2077	726703	3	4404662	7888
N1801	1329931	5	4404682	7890
N2075	779596	2	4404682	7892
N1800	1106449	3	4404684	7893
N1549	2433566	8	4404800	7893
N1315	2539485	9	4404837	7894
N1548	251043	2	4404837	7896
N1314	383282	3	4404839	7897
N1108	2922595	12	4404912	7897
N3990	146215	2	4418695	7900
N924	181459726	1025	4418695	7898
N3640	112955	2	4418697	7903
N3641	162478	3	4418697	7901
N3298	274885	5	4418713	7903
N3638	159495	2	4418713	7907
N3639	188354	2	4418713	7905
N3297	346748	4	4418721	7907
N2964	619503	9	4418855	7907
N3989	57503	2	4418855	7909
N3637	88413	3	4418857	7910
N3296	122504	4	4418863	7911
N2963	177540	5	4418877	7912
N2658	796669	14	4418987	7912
N2372	859090	15	4419059	7913
N3636	70824	2	4419059	7915
N3295	111174	3	4419061	7916
N2962	167052	4	4419067	7917
N3294	129396	3	4419070	7920
N2961	172285	4	4419076	7921
N2656	196420	2	4419168	7923
N2657	337845	8	4419168	7921
N2371	534138	10	4419220	7923
N2074	1391318	25	4419677	7923
N2959	102747	2	4419677	7927
N2960	64178	2	4419677	7925
N2655	122627	4	4419684	7927
N2370	174696	5	4419691	7928
N2073	228546	6	4419702	7929
N1799	1619019	31	4420016	7929
N1547	1704891	32	4420175	7930
N2958	170107	2	4420175	7932
N2654	227715	3	4420177	7933
N2369	292936	4	4420183	7934
N2072	367120	5	4420197	7935
N2368	172296	2	4420197	7937
N2071	269032	3	4420199	7938
N1798	634300	8	4420339	7938
N2070	195199	2	4420339	7940
N1797	275477	3	4420341	7941
N1546	908279	11	4420580	7941
N1313	2610030	43	4421639	7941
N2957	300549	2	4421639	7943
N2653	418291	3	4421641	7944
N2367	517167	4	4421647	7945
N2652	240975	2	4421647	7947
N2366	355270	3	4421649	7948
N2068	140426	2	4421732	7950
N2069	870885	7	4421732	7948
N1796	1010728	9	4421817	7950
N2364	142725	2	4421817	7954
N2365	140213	2	4421817	7952
N2067	282501	4	4421825	7954
N2651	108097	2	4421825	7956
N2363	163717	3	4421827	7957
N2066	208905	4	4421833	7958
N1795	491308	8	4421877	7958
N1545	1500769	17	4422190	7958
N1794	208636	2	4422190	7960
N1544	287660	3	4422192	7961
N1312	1787149	20	4422509	7961
N1107	4391647	63	4423891	7961
N923	4475303	64	4424000	7962
N742	1816	2	4431136	7964
N743	185924138	1089	4431136	7962
N1105	64830	2	4431138	7970
N1106	4935	3	4431138	7967
N1311	4842	2	4431138	7966
N580	185925951	1091	4431138	7964
N922	44150	4	4431138	7968
N740	62991	3	4431140	7974
N741	111085	7	4431140	7971
N920	62823	2	4431140	7973
N921	66935	3	4431140	7971
N579	174074	10	4431141	7974
N2956	286743	2	4431240	7976
N434	186099922	1101	4431240	7974
N2650	459726	3	4431242	7977
N2955	370049	2	4431242	7979
N2649	521820	3	4431244	7980
N2361	351914	2	4431292	7982
N2362	979170	6	4431292	7980
N2065	1327469	8	4431418	7982
N1793	1451855	9	4431509	7983
N2064	281988	2	4431509	7985
N1792	316041	3	4431511	7986
N1543	1763730	12	4431897	7986
N2360	276820	2	4431897	7988
N2063	445385	3	4431899	7989
N1791	634358	4	4431905	7990
N1542	755566	5	4431919	7991
N1310	2511226	17	4432971	7991
N1103	248472	2	4433243	7994
N1104	2637348	18	4433243	7992
N919	2884741	20	4433548	7994
N739	3051394	21	4433630	7995
N2648	132097	2	4433695	7998
N578	3201970	22	4433695	7996
N2359	196385	3	4433697	7999
N2062	267219	4	4433703	8000
N1790	269079	5	4433715	8001
N1541	346082	6	4433737	8002
N1789	82921	2	4433737	8004
N1540	158667	3	4433739	8005
N1309	497962	9	4433919	8005
N1102	570579	10	4434065	8006
N1539	233269	2	4434275	8009
N918	645201	11	4434275	8007
N1307	150399	2	4434277	8012
N1308	335717	3	4434277	8010
N1101	485405	5	4434296	8012
N917	614236	6	4434321	8013
N737	200762	2	4434656	8015
N738	1258529	17	4434656	8013
N577	1458553	19	4434931	8015
N433	4659514	41	4435561	8015
N319	190751870	1142	4442610	8015
N225	199601876	1310	4447100	8016
N8352	94525	2	4478781	8018
N7972	134405	3	4478783	8019
N7576	171541	4	4478789	8020
N7971	137825	2	4478789	8022
N7575	179698	3	4478791	8023
N7182	221313	2	4478883	8025
N7183	318462	7	4478883	8023
N6761	539332	9	4479009	8025
N7574	236829	2	4479009	8027
N7180	269859	2	4479011	8030
N7181	331543	3	4479011	8028
N6760	598118	5	4479031	8030
N6336	1133131	14	4479454	8030
N5901	1330404	15	4479627	8031
N6759	336652	2	4479627	8033
N6335	591935	3	4479629	8034
N6758	356478	2	4479629	8036
N6334	446023	3	4479631	8037
N5900	1035774	6	4479673	8037
N5460	2361667	21	4480597	8037
N7179	259645	2	4480597	8039
N6757	417978	3	4480599	8040
N6333	596673	4	4480605	8041
N5898	345406	2	4480619	8044
N5899	767609	5	4480619	8042
N5459	1107947	7	4480704	8044
N5056	3458636	28	4482557	8044
N7970	232799	2	4482557	8046
N7572	193134	2	4482559	8049
N7573	300450	3	4482559	8047
N7178	480196	5	4482573	8049
N7969	245668	2	4482573	8051
N7571	252408	3	4482575	8052
N7177	402265	4	4482581	8053
N6756	871081	9	4482692	8053
N6332	877358	10	4482712	8054
N6755	332924	2	4482712	8056
N6331	377238	3	4482714	8057
N5897	1251955	13	4482921	8057
N7176	391482	2	4482921	8059
N6754	564427	3	4482923	8060
N6329	598143	2	4482929	8063
N6330	773159	4	4482929	8061
N5896	1369623	6	4482972	8063
N5458	2618570	19	4483661	8063
N6753	29484	2	4483661	8065
N6328	66721	3	4483663	8066
N5895	271930	4	4483667	8067
N6327	461604	2	4483667	8069
N5894	615365	3	4483669	8070
N5457	887083	7	4483692	8070
N5055	3503917	26	4484238	8070
N4683	6942977	54	4488188	8070
N5456	301490	2	4488188	8072
N5053	290921	2	4488190	8075
N5054	492692	3	4488190	8073
N4682	783349	5	4488208	8075
N4326	7724033	59	4489002	8075
N3973	7906551	60	4489148	8076
N5052	264723	2	4489148	8078
N4680	440839	2	4489150	8081
N4681	448740	3	4489150	8079
N4325	889376	5	4489167	8081
N3972	1035232	6	4489180	8082
N3621	8939959	66	4490068	8082
N3281	9123471	67	4490221	8083
N6326	202050	2	4490221	8085
N5892	141008	2	4490223	8088
N5893	232403	3	4490223	8086
N5455	301148	5	4490238	8088
N5891	151914	2	4490238	8090
N5454	161849	3	4490240	8091
N5051	416046	8	4490346	8091
N4679	570445	9	4490371	8092
N5453	224473	2	4490371	8094
N5050	317765	3	4490373	8095
N4678	447082	4	4490379	8096
N4323	212293	2	4490500	8098
N4324	1017177	13	4490500	8096
N3971	1229323	15	4490557	8098
N4677	189331	2	4490557	8100
N4321	296154	2	4490559	8103
N4322	332287	3	4490559	8101
N3970	627916	5	4490575	8103
N3620	1856597	20	4490748	8103
N3969	366914	2	4490748	8105
N3619	649412	3	4490750	8106
N3280	2504799	23	4491014	8106
N2943	321422	2	4493047	8108
N2944	11624357	90	4493047	8106
N2639	11945140	92	4493429	8108
N8687	178783	2	4493429	8110
N9226	122179	2	4493430	8112
N8688	204884	4	4493434	8114
N8350	117563	2	4493461	8116
N8351	303306	6	4493461	8114
N7968	352508	8	4493518	8116
N7569	124948	2	4493609	8119
N7570	396439	9	4493609	8117
N7175	466658	11	4493899	8119
N8349	107771	2	4493899	8121
N7966	167938	2	4493901	8124
N7967	111464	3	4493901	8122
N7568	251377	5	4493919	8124
N8686	151208	2	4493919	8126
N8348	232568	3	4493921	8127
N7965	235431	4	4493927	8128
N7567	306121	5	4493941	8129
N7174	469508	10	4494343	8129
N6751	312622	2	4508471	8131
N6752	759825	21	4508471	8129
N6325	1072160	23	4508610	8131
N8347	17587	2	4508610	8133
N7963	22620	3	4508612	8137
N7964	26684	3	4508612	8134
N8346	22505	2	4508612	8136
N7566	47598	6	4508616	8137
N7962	115889	2	4508616	8139
N7565	232968	3	4508618	8140
N7172	53894	2	4508639	8142
N7173	280169	9	4508639	8140
N6749	158757	2	4508655	8144
N6750	333886	11	4508655	8142
N6324	492286	13	4508704	8144
N5889	254136	2	4508974	8146
N5890	1563959	36	4508974	8144
N5452	1817790	38	4509144	8146
N5888	104226	7	4509183	8153
N5451	201409	8	4509185	8154
N5049	2018961	46	4509339	8154
N5887	159665	2	4509339	8156
N5449	135884	2	4509341	8159
N5450	239529	3	4509341	8157
N5048	374998	5	4509360	8159
N4676	2393554	51	4509636	8159
N4320	2490105	52	4509723	8160
N5047	348185	2	4509723	8162
N4675	367466	3	4509725	8163
N4319	490703	4	4509730	8164
N3968	2980263	56	4510022	8164
N5886	100587	2	4510022	8166
N5447	140114	2	4510025	8168
N5046	214423	5	4510045	8169
N4674	300498	6	4510074	8170
N4317	241775	2	4510105	8173
N4318	389314	7	4510105	8171
N3967	630641	9	4510167	8173
N3618	3610377	65	4510530	8173
N3966	23928	2	4510530	8175
N3617	28808	3	4510532	8176
N3279	3639161	68	4510551	8176
N3616	213245	2	4510551	8178
N3278	221682	3	4510553	8179
N2942	3860422	71	4510833	8179
N3277	187232	2	4510833	8181
N2941	342838	3	4510835	8182
N2638	4202925	74	4511080	8182
N2348	16139993	166	4515142	8182
N2940	195211	2	4515142	8184
N2637	328118	3	4515144	8185
N2347	471913	4	4515149	8186
N2051	16610882	170	4515718	8186
N4316	350973	2	4515718	8188
N3964	269528	2	4515720	8191
N3965	560615	3	4515720	8189
N3615	829970	5	4515736	8191
N3276	991971	6	4515752	8192
N2939	1163761	7	4515771	8193
N2636	1201465	8	4515777	8194
N2346	1328359	9	4515811	8195
N2050	1499058	10	4515854	8196
N1776	18107722	180	4517182	8196
N2344	381992	2	4517182	8200
N2345	263355	2	4517182	8198
N2049	645278	4	4517187	8200
N2343	474184	2	4517187	8202
N2048	650794	3	4517189	8203
N1775	1295879	7	4517220	8203
N1527	281554	2	4518076	8205
N1528	19402238	187	4518076	8203
N1300	19683314	189	4518391	8205
N2047	156026	2	4518391	8207
N1774	255947	3	4518393	8208
N1525	243019	2	4518398	8211
N1526	421715	4	4518398	8209
N1299	664624	6	4518414	8211
N1095	20346742	195	4519251	8211
N1524	190257	2	4519251	8213
N1298	192427	3	4519253	8214
N1094	352381	4	4519256	8215
N1523	267995	2	4519852	8217
N912	20698213	199	4519852	8215
N1296	250162	2	4519854	8220
N1297	334783	3	4519854	8218
N1093	584745	5	4519868	8220
N911	725676	6	4519884	8221
N734	21422818	205	4520730	8221
N574	21511882	206	4520863	8222
N5883	38590	2	4520863	8224
N7961	15673	2	4520866	8226
N7562	14034	2	4520868	8229
N7563	26184	3	4520868	8227
N7170	30956	5	4520885	8229
N6746	38524	6	4520905	8230
N6322	38914	7	4520910	8231
N6745	20710	2	4520944	8233
N6321	28557	3	4520946	8234
N5446	79167	12	4521521	8236
N5045	107496	15	4523264	8237
N4673	117804	16	4524440	8238
N4315	134212	17	4526636	8239
N3963	155473	18	4528924	8240
N3614	181643	19	4529748	8241
N3275	204864	20	4532068	8242
N3613	44335	2	4532068	8244
N3274	50402	3	4532070	8245
N2634	55042	2	4535187	8248
N2635	257253	24	4535187	8246
N2342	311250	26	4535662	8248
N2632	36571	2	4535662	8252
N2633	24484	2	4535662	8250
N2341	60791	4	4535670	8252
N2046	371543	30	4535916	8252
N2631	54189	2	4535916	8254
N2340	74585	3	4535918	8255
N2045	100862	4	4535924	8256
N1773	472211	34	4536041	8256
N3612	61664	2	4536041	8258
N2630	68975	5	4536064	8261
N2339	74194	6	4536085	8262
N2044	86558	7	4536093	8263
N1772	124147	8	4536113	8264
N1522	595988	42	4536281	8264
N2629	140905	2	4536281	8266
N2337	120811	2	4536283	8269
N2338	193226	3	4536283	8267
N2043	255106	5	4536302	8269
N1771	290018	6	4536331	8270
N2042	159260	2	4536331	8272
N1770	204681	3	4536333	8273
N1521	407722	9	4536651	8273
N1295	1003432	51	4536783	8273
N2628	155276	2	4536783	8275
N2335	178816	2	4536785	8278
N2336	238740	3	4536785	8276
N2041	416799	5	4536804	8278
N2334	159771	2	4536804	8280
N2040	248291	3	4536806	8281
N1768	203883	2	4536888	8283
N1769	664473	8	4536888	8281
N1520	866988	10	4537012	8283
N2333	149625	2	4537012	8285
N2039	242918	3	4537014	8286
N1767	331491	4	4537020	8287
N2038	185567	2	4537020	8289
N1766	281662	3	4537022	8290
N1519	611920	7	4537094	8290
N1294	1475962	17	4537768	8290
N1092	2478557	68	4538389	8290
N1765	122890	2	4538389	8292
N1517	210712	2	4538391	8295
N1518	261844	3	4538391	8293
N1293	471587	5	4538407	8295
N1091	591715	6	4538422	8296
N909	153883	2	4539415	8298
N910	3063967	74	4539415	8296
N1764	33086	2	4539806	8300
N733	3216785	76	4539806	8298
N1516	35555	3	4539807	8301
N1292	51831	4	4539810	8302
N1089	130826	2	4539815	8305
N1090	128782	5	4539815	8303
N908	257169	7	4539849	8305
N732	316082	8	4539882	8306
N573	3532220	84	4540259	8306
N572	202478	2	4541494	8308
N430	364132	3	4541496	8309
N316	368358	2	4542007	8311
N317	25406023	293	4542007	8309
N224	25774027	295	4542223	8311
N2936	70932	2	4542223	8313
N2627	97177	3	4542225	8314
N2332	127613	4	4542231	8315
N2037	170935	5	4542245	8316
N2331	63336	2	4542245	8318
N2036	100436	3	4542247	8319
N1763	270829	8	4542362	8319
N1515	320048	9	4542412	8320
N1291	372449	10	4542453	8321
N1087	70851	2	4542508	8324
N1088	417549	11	4542508	8322
N1086	76626	2	4542589	8326
N907	488187	13	4542589	8324
N906	101973	3	4542591	8327
N731	589905	16	4542701	8327
N571	612553	17	4542713	8328
N729	93426	2	4542713	8332
N730	66542	2	4542713	8330
N570	159903	4	4542720	8332
N429	772369	21	4542777	8332
N315	868850	22	4542798	8333
N728	57591	2	4542798	8335
N569	101845	3	4542800	8336
N427	388721	2	4542802	8339
N428	129541	4	4542802	8337
N314	518258	6	4542806	8339
N223	1387059	28	4542843	8339
N146	27160856	323	4543058	8339
N568	94238	5	4543066	8344
N726	64165	2	4543066	8346
N567	100734	3	4543068	8347
N426	194886	8	4543081	8347
N725	49354	3	4543084	8350
N566	56604	4	4543087	8351
N724	49006	2	4543087	8353
N565	61302	3	4543089	8354
N425	117869	7	4543097	8354
N313	312669	15	4543137	8354
N903	48808	2	4543137	8356
N723	58079	3	4543139	8357
N564	58124	4	4543145	8358
N722	52451	2	4543145	8360
N563	57820	3	4543147	8361
N424	115358	7	4543192	8361
N562	85258	3	4543195	8364
N423	85513	4	4543200	8365
N312	200838	11	4543209	8365
N145	580682	27	4543318	8366
N222	513298	26	4543318	8365
N96	27741414	350	4543413	8366
N1290	166737	2	4552146	8368
N1084	284921	3	4552148	8369
N1083	112739	2	4552154	8372
N902	383424	4	4552154	8370
N901	199315	3	4552156	8373
N719	110764	2	4552185	8375
N720	582639	7	4552185	8373
N561	693267	9	4552214	8375
N900	65332	2	4552214	8377
N717	57040	2	4552216	8380
N718	110192	3	4552216	8378
N560	167175	5	4552229	8380
N1082	79769	2	4552285	8382
N422	860338	14	4552285	8380
N898	168437	2	4552287	8385
N899	130688	3	4552287	8383
N716	299053	5	4552299	8385
N559	387897	6	4552306	8386
N715	90544	3	4552306	8389
N897	69417	2	4552306	8388
N558	157809	4	4552308	8390
N421	545589	10	4552346	8390
N311	1405575	24	4552524	8390
N556	91495	2	4552524	8394
N557	116575	2	4552524	8392
N420	205969	4	4552531	8394
N310	258403	5	4552540	8395
N220	73280	2	4552664	8397
N221	1663769	29	4552664	8395
N144	1737013	31	4552697	8397
N308	20568	2	4552698	8403
N309	3642	3	4552698	8401
N419	1059	2	4552698	8400
N95	1738679	32	4552698	8398
N143	24566	7	4552699	8405
N218	369	2	4552699	8405
N219	24197	5	4552699	8403
N94	44466	8	4552699	8406
N62	1783139	40	4552704	8406
N39	361732582	3706	4554914	8407
N38	198061	2	4849237	8409
N14	812248636	8409	4849411	8409
N714	85342	3	4849411	8412
N896	42673	2	4849411	8411
N555	85373	4	4849414	8413
N713	71205	2	4849414	8415
N554	84987	3	4849416	8416
N418	136039	7	4849440	8416
N307	155339	8	4849469	8417
N417	44020	2	4849469	8419
N306	53597	3	4849471	8420
N217	201813	11	4849602	8420
N553	73971	2	4849602	8422
N416	121012	3	4849604	8423
N415	114532	2	4849611	8425
N304	172841	3	4849613	8426
N216	341090	7	4849659	8427
N142	542510	18	4849755	8427
N303	99958	2	4849755	8429
N214	66537	2	4849757	8432
N215	138766	3	4849757	8430
N141	205201	5	4849771	8432
N413	47553	2	4849863	8436
N414	71259	2	4849863	8434
N93	747547	23	4849863	8432
N302	118626	4	4849871	8436
N212	66697	2	4849877	8439
N213	152504	5	4849877	8437
N140	219149	7	4849895	8439
N210	117950	2	4849895	8443
N211	100418	2	4849895	8441
N139	218309	4	4849901	8443
N92	437401	11	4849929	8443
N61	1184620	34	4850073	8443
N37	1232277	35	4850097	8444
N91	88622	2	4850097	8446
N36	182392	5	4850099	8449
N59	55408	2	4850099	8449
N60	126984	3	4850099	8447
N21	99108	3	4850122	8452
N22	1414569	40	4850122	8449
N35	62208	2	4850122	8451
N13	1513635	43	4850156	8452
N1051	47626	2	4851983	8454
N7	813758033	8452	4851983	8452
N868	83495	3	4851985	8455
N692	60422	2	4851987	8458
N693	107067	4	4851987	8456
N537	59454	3	4852000	8461
N538	167409	6	4852000	8458
N691	59446	2	4852000	8460
N402	226778	9	4852021	8461
N293	247220	10	4852043	8462
N203	264022	11	4852048	8463
N690	36505	2	4852048	8465
N535	25141	2	4852050	8468
N536	60763	3	4852050	8466
N401	85896	5	4852052	8468
N292	107891	6	4852053	8469
N202	130712	7	4852056	8470
N134	394696	18	4852076	8470
N399	36558	2	4852076	8474
N400	24057	2	4852076	8472
N291	43799	4	4852083	8474
N398	35908	2	4852083	8476
N290	55109	3	4852085	8477
N201	98733	7	4852115	8477
N133	115145	8	4852117	8478
N397	33177	2	4852138	8480
N288	18142	2	4852139	8483
N289	44846	3	4852139	8481
N199	33591	3	4852143	8486
N200	62899	5	4852143	8483
N287	31876	2	4852143	8485
N132	96448	8	4852155	8486
N534	31053	2	4852155	8488
N285	32509	2	4852157	8492
N286	48337	4	4852157	8490
N396	36294	3	4852157	8489
N197	40388	2	4852158	8494
N198	80845	6	4852158	8492
N131	121229	8	4852160	8494
N87	217673	16	4852164	8494
N2929	22112	2	4852195	8496
N2621	26319	3	4852197	8497
N2327	31893	4	4852203	8498
N2033	34512	5	4852217	8499
N9225	37286	2	4852221	8501
N8685	52448	4	4852230	8503
N7960	55884	6	4852273	8505
N7560	47819	2	4852328	8508
N7561	65738	7	4852328	8506
N7168	34685	2	4852397	8510
N7169	113279	9	4852397	8508
N6744	147912	11	4852419	8510
N8344	26088	2	4852419	8512
N7959	36812	3	4852421	8513
N7559	38671	4	4852427	8514
N7167	42952	5	4852441	8515
N6743	61951	6	4852462	8516
N6320	209779	17	4852489	8516
N6742	31890	3	4852492	8519
N6319	35137	4	4852498	8520
N5882	244890	21	4852520	8520
N5444	268486	22	4852529	8521
N7165	25016	2	4852529	8523
N6740	26601	2	4852531	8526
N6741	28391	3	4852531	8524
N6317	32931	2	4852533	8528
N6318	54988	5	4852533	8526
N5880	51036	2	4852541	8530
N5881	87898	7	4852541	8528
N5443	138897	9	4852553	8530
N5044	406935	31	4852648	8530
N7164	19338	2	4852648	8532
N6316	21732	4	4852657	8534
N5879	30249	5	4852671	8535
N5442	34361	6	4852691	8536
N5043	50735	7	4852694	8537
N6738	27723	2	4852742	8539
N6315	30953	3	4852744	8540
N5878	35534	4	4852750	8541
N5042	38240	6	4852792	8543
N4671	62931	7	4852797	8544
N3962	537767	46	4852930	8545
N7162	20268	2	4852933	8550
N7163	28459	3	4852933	8548
N6737	32373	5	4852945	8550
N6314	34072	6	4852963	8551
N5877	36164	7	4852988	8552
N5439	13749	2	4853025	8555
N5440	36211	8	4853025	8553
N5041	49928	10	4853034	8555
N6736	23874	3	4853037	8558
N6313	26755	4	4853043	8559
N5876	30027	5	4853057	8560
N5438	32345	6	4853086	8561
N5040	35193	7	4853142	8562
N4670	84918	17	4853174	8562
N5875	23098	2	4853174	8564
N5436	22888	2	4853184	8566
N5038	32239	3	4853186	8567
N4669	76200	7	4853220	8569
N4313	161074	24	4853254	8569
N6312	14524	2	4853254	8571
N5874	23647	3	4853255	8572
N5434	24919	2	4853260	8575
N5435	25815	4	4853260	8573
N5037	50712	6	4853270	8575
N5873	21247	3	4853273	8578
N5432	14431	2	4853276	8581
N5433	36075	4	4853276	8579
N5036	50477	6	4853284	8581
N4668	101145	12	4853312	8581
N5431	23444	2	4853312	8583
N4667	42240	4	4853314	8585
N5035	27633	3	4853314	8584
N4312	143356	16	4853335	8585
N3961	304100	40	4853417	8585
N3611	841533	86	4853674	8585
