	rid	error
223	G000023865_3_read5836703	0.026901431361022948
224	G000023865_2_read1175358	0.026901431361022948
225	G000024025_3_read3070222	0.3769897836
226	G000719335_1_read5985331	0.0016699150107322108
227	G001302585_2_read7018530	0.135371112554782
228	G001302585_3_read8770375	0.2142452406
229	G001302585_2_read7355603	0.135371112554782
230	G001302585_3_read6006737	0.2142452406
231	G000092225_2_read2407615	0.4985826864
232	G001867005_2_read8395424	0.029493894511740525
233	G000023865_3_read6198824	0.0035699756167223216
234	G000023865_2_read6603524	0.09385491339999999
235	G000023865_3_read3255908	0.0014687956151676034
236	G000023865_3_read724923	0.0978780794
237	G000156595_1_read8202836	0.14949750196218883
238	G001867005_2_read6125179	0.00719108794949817
239	G001867005_1_read5115193	8.044706431960105e-07
240	G001867005_3_read7452478	0.12366684943060287
241	G000156595_1_read7160989	0.06655760180621682
242	G001867005_2_read674017	0.008275275035488682
243	G000156595_1_read8427039	0.0763487354
244	G001867005_1_read3230457	0.0042674078571428575
245	G001867005_4_read4033549	0.2954094006
246	G000156595_1_read8295389	0.3775803314
247	G000413315_3_read1173959	0.014235412639736003
248	G000156595_1_read2215442	0.36376660439999997
249	G001867005_2_read938689	0.0017815337390966663
250	G001867005_4_read8577360	0.003292785227314048
251	G000092225_1_read7581456	0.019008434136869007
252	G000092225_2_read2184982	0.16648078819999998
253	G001583415_1_read6702138	0.004374444986238224
254	G000620625_1_read6344589	0.02891710956701151
255	G001583415_2_read5299351	0.026929535122893564
256	G001583415_2_read8166701	0.006699384538319378
257	G001583415_1_read642047	0.1517649435
258	G001583415_1_read2296513	0.6364618093000001
259	G001583415_1_read7672575	0.0067414195006008605
260	G000195855_1_read1628935	0.0508547988
261	G000195855_1_read3001804	0.0508547988
262	G000719335_1_read1233667	0.05707771944732576
263	G000719275_1_read8360985	0.06031532302298012
264	G000308795_1_read8067812	0.09038759419999999
265	G000092225_2_read4624167	0.08407136217788008
266	G000515395_1_read321977	0.2352403579
267	G900105065_1_read34788	0.014109664523450886
268	G000826085_2_read2150782	0.2800249467
269	G000737865_3_read7269319	0.0027459813070555656
270	G000413315_2_read5707044	0.35533038139999995
271	G000413315_3_read2652894	0.4407381759
272	G000413315_1_read2022923	0.4407381759
273	G000413315_3_read3681662	0.7510121942999999
274	G000413315_4_read7550220	0.49371010499999995
275	G000413315_2_read3072804	0.47058863059999995
276	G000413315_3_read5657589	0.016828671695598357
277	G000826085_3_read732577	0.007699163767796932
278	G000826085_3_read3539378	0.42838246319999995
279	G000145555_1_read217935	0.0451369634
280	G000826085_3_read1213564	0.42838246319999995
281	G000826085_2_read1128604	0.007699163767796932
282	G000413315_2_read6307822	0.35533038139999995
283	G000238915_1_read7288962	0.3605025701
284	G000960475_1_read9740742	0.1979167584
285	G000826085_2_read6902394	0.012091353862478163
286	G000960475_1_read1906088	0.3051521306
287	G001279985_1_read6691215	0.002158380628877236
288	G001279985_1_read3416665	0.02063990920168496
289	G001279985_1_read3870683	0.25009658339999996
290	G001279985_1_read1783745	0.08192767807037278
291	G001279985_1_read2496031	0.03500892007850474
292	G000315465_1_read8299047	0.5703208379
293	G000023925_1_read2098218	0.014792943725814254
294	G000315465_3_read7519412	0.5358146502000001
295	G000023925_2_read7326306	0.2282357794409131
296	G001428305_1_read2695227	0.06499278416161725
297	G000768705_1_read8800066	0.022502362698858292
298	G000768705_1_read2564250	0.0718963873
299	G001429255_1_read736678	0.0035340431988128817
300	G001408335_1_read7026958	0.29690195269999997
301	G000238915_1_read3971844	0.007555260199374296
302	G000238915_1_read613175	0.0012582435890547516
303	G000153145_2_read2823837	0.3737818079
304	G000582705_1_read414796	0.018913547627988084
305	G000582705_1_read1971778	0.1072036126073917
306	G000582705_1_read5027499	0.03664121592598494
307	G001429255_1_read1536681	0.5732922099
308	G000153145_2_read5578829	0.0319251239812874
309	G000153145_1_read5596527	0.009282769589884773
310	G000153145_2_read5732269	0.0821367821
311	G000153145_1_read4892384	0.0821367821
312	G000153145_2_read8417832	0.004167691578023651
313	G001429255_1_read9123524	0.02161903849643268
314	G000737865_1_read348511	0.0038329358251419946
315	G000737865_1_read1695879	0.031009491300967494
316	G000737865_2_read8462345	0.0018943154776248628
317	G000737865_1_read5305136	0.19205957369999999
318	G000737865_3_read3861946	0.1095506701
319	G000737865_3_read5807127	0.021719997254533475
320	G000737865_2_read7020443	0.038735861657552426
321	G000737865_3_read4886620	0.038735861657552426
322	G000315465_3_read4415884	0.009133435073885872
323	G000315465_3_read3346435	0.1585341864
324	G000315465_2_read2013257	0.48130996049999997
325	G000315465_1_read7808808	0.03323782711620585
326	G001544015_2_read3115550	0.04593597960784017
327	G001742305_1_read8300859	0.09631658069137813
328	G000210615_1_read5964007	1.5305586369
329	G000512895_2_read8266185	1.0480615016
330	G000025725_1_read6262475	0.9785828074
331	G000025725_2_read5602361	0.7260814371
332	G000983115_1_read5584811	0.341126728
333	G000189775_5_read5213654	0.12829317099999998
334	G000013105_1_read1168883	0.2755302132
335	G000174415_2_read6123351	0.9941216503
336	G000014865_1_read2149525	0.034625034526068195
337	G000016165_1_read8721912	0.3069239417
338	G000016165_7_read7754851	0.22594311230000003
339	G000016165_3_read1450019	0.02082622861381025
340	G000016165_4_read3215908	0.23360816830000003
341	G000016165_3_read5862187	0.011461190242533833
342	G000512895_4_read8913308	1.0480615016
343	G000016165_6_read6142059	0.1856168092
344	G000014865_2_read123954	0.06885221471674971
345	G001486165_1_read6843190	0.3568464834
346	G000740855_1_read3920416	0.09279938087329621
347	G000744935_10_read5000302	1.0017679062999998
348	G000016165_7_read6383658	0.1696372666
349	G000014865_2_read1598844	0.5503840378
350	G000469585_1_read3191610	0.8736327763
351	G000800295_1_read9368040	0.6529904069000001
352	G000512895_4_read2849949	0.3697443439
353	G000512895_2_read4222692	0.4143772173
354	G000196455_5_read9374939	0.03102503805869723
355	G000512895_4_read6255127	0.011376766439190162
356	G000512895_2_read221961	0.3202902063
357	G000512895_1_read2613580	0.4143772173
358	G000384135_1_read3776488	0.013141724172426416
359	G001742305_1_read8527371	0.36694042849999997
360	G000208405_4_read7445483	0.013225223860305379
361	G000208405_2_read3125047	0.2738265453
362	G000208405_4_read8198723	0.25858700560000003
363	G000208405_2_read2569711	0.07257891648765888
364	G000208405_3_read3067243	0.28054031970000004
365	G000208405_2_read2772316	0.23047736900000002
366	G000384135_1_read8309018	0.5056956676
367	G000384135_2_read7770904	0.3328502959
368	G000208405_2_read6515745	0.10282157509931641
369	G000208405_1_read6652568	0.10044469781384001
370	G000208405_3_read3635150	0.222331633
371	G000208405_4_read3444899	0.008472131537218255
372	G000208405_1_read491106	0.0033946219728516165
373	G000208405_3_read8592223	0.0033946219728516165
374	G000208405_4_read7018341	0.23478837860000001
375	G000208405_4_read5043068	0.2474605453
376	G000208405_4_read6102687	0.2810888227
377	G000016165_3_read5083095	1.1368808392
378	G000189775_2_read8235885	0.12829317099999998
379	G000196455_6_read8659984	0.7610921865
380	G000189775_1_read8937613	-0.018379502299999996
381	G001544015_1_read2040036	0.7178962563
382	G000189775_5_read1891866	0.0469627923
383	G000744935_1_read3858381	0.2679273787
384	G000744935_2_read4935350	0.4214253825
385	G000007625_1_read8912743	0.3212451292
386	G000744935_7_read2116018	0.47447651
387	G001317355_1_read5386127	0.695905232
388	G900129265_1_read4920287	0.0842831916
389	G000744935_9_read7478303	0.19609949677763694
390	G000007625_3_read4615904	0.3212451292
391	G000744935_6_read3606250	0.47447651
392	G000007625_1_read9660445	0.3082981982
393	G000744935_6_read533690	0.2679273787
394	G000007625_1_read8735673	0.24830936720000002
395	G000007625_1_read25415	0.4784950206
396	G000744935_6_read2883166	0.4574118088
397	G000744935_9_read5385175	0.30854904429999996
398	G000744935_8_read8832160	0.4214253825
399	G000007625_6_read7942638	0.4627269753
400	G000007625_6_read2161809	0.009303705459179796
401	G000744935_11_read2689903	0.01372074769289635
402	G001317355_1_read958614	0.6675892575
403	G000007625_2_read1255199	0.3733599112
404	G000007625_3_read3125844	0.3568824095
405	G000744935_1_read7140084	0.10516328601589804
406	G000744935_11_read4733532	0.48054286849999994
407	G000744935_10_read5030102	0.28548573392736415
408	G000744935_7_read4945123	0.2743918099
409	G000007625_2_read6464099	0.12098547819474041
410	G000744935_3_read5257483	0.4789730273
411	G000744935_8_read2932830	0.30854904429999996
412	G000196455_4_read2348603	0.17695893237682744
413	G000744935_3_read3663769	0.47447651
414	G000744935_6_read2946980	0.01372074769289635
415	G000744935_4_read9859480	0.4789730273
416	G000744935_11_read906534	0.13924838319568794
417	G000744935_5_read566254	0.4789730273
418	G000744935_3_read82843	0.4789730273
419	G000007625_6_read1746217	0.5018726686000001
420	G000744935_8_read5273486	0.013425216731224328
421	G000007625_3_read2068928	0.5169161686000001
422	G000007625_3_read354253	0.628923593
423	G000744935_7_read9789219	0.01372074769289635
424	G000007625_2_read6451287	0.4384757321
425	G000007625_4_read5667932	0.004718535977525752
426	G001317355_1_read9485023	0.6215529902
427	G000744935_9_read5330903	0.030523245137505487
428	G001486165_1_read8058860	0.4090168139
429	G900120165_1_read9024139	0.6659536895
430	G000174415_1_read5543752	0.6287662119999999
431	G000299355_5_read9887332	0.7221966271
432	G000875945_1_read9427185	0.5284342107
433	G000995995_1_read2090911	1.3311169757
434	G000196455_2_read6446401	0.07994774564449998
435	G000800295_2_read2313345	0.012396643182797616
436	G000196455_6_read6981783	0.034097439788134835
437	G000800295_3_read4065460	0.012396643182797616
438	G000196455_1_read8716638	0.2774230437
439	G000196455_5_read3723895	0.2774230437
440	G000299355_6_read6299619	0.38932063370000003
441	G000299355_5_read9090367	0.38932063370000003
442	G000196455_5_read7786532	0.02147609219150787
443	G000621485_1_read1567221	0.3382074351
444	G000196455_6_read1027808	0.010266661768214204
445	G000196455_2_read4703130	0.484313872
446	G000196455_6_read6212303	0.484313872
447	G000196455_4_read668623	0.2774230437
448	G000299355_3_read4728107	0.10974521911535508
449	G000196455_2_read6155326	0.3449106058
450	G000299355_2_read7559374	0.004403785392153489
451	G000299355_6_read2669924	0.38932063370000003
452	G000299355_2_read6946562	0.1204473125252936
453	G000299355_5_read4110653	0.38176080060000006
454	G900120165_2_read9930148	0.011561405571208496
455	G000299355_4_read1974532	0.22294933500000003
456	G000299355_5_read3258720	0.025106614954038067
457	G900114975_1_read4452624	0.04607051703230724
458	G000299355_2_read2786021	0.009953993468534178
459	G000299355_5_read2170433	0.008650537945022557
460	G900142285_1_read4333047	0.11510102987958017
461	G000758845_1_read8887540	0.019929669714711634
462	G900120165_1_read3111989	0.7785657354
463	G000758845_1_read9140728	0.6681913282
464	G000758845_1_read7031711	0.17118314365549941
465	G000800295_3_read675411	0.6529904069000001
466	G000800295_3_read4560527	0.6529904069000001
467	G000174415_1_read2209345	0.44472235419999995
468	G000312025_1_read8779420	0.0031203816670717795
469	G000312025_1_read8194910	0.004677425911037951
470	G000312025_1_read2938300	0.013576485759098674
471	G900120165_2_read5782358	0.12628040872266474
472	G900120165_1_read7241819	0.7176790139
473	G000800295_1_read9077299	0.4907686573
474	G001317355_1_read2661848	0.6215529902
475	G000702485_5_read8421563	0.48768446680000005
476	G001486165_1_read9884519	0.725669493
477	G001486165_1_read1896663	0.725669493
478	G001777945_1_read4966794	1.2210844396
479	G000702485_1_read7801301	1.0206867301
480	G001486165_1_read4644539	0.725669493
481	G900095865_4_read5873935	0.006047331218444925
482	G001486165_2_read4709452	0.5965877485
483	G001486165_3_read9591188	0.5965877485
484	G001941055_1_read7397664	0.6471395617
485	G000383295_1_read8852104	0.005214873875916238
486	G000469445_1_read9946681	0.004832117564484721
487	G900095865_5_read3348620	0.5867211134
488	G000469445_1_read4750819	0.07167681493326782
489	G900110045_1_read153325	0.011289653046127028
490	G000752215_1_read621581	0.4434085862
491	G900095865_5_read4846652	0.0150570396228084
492	G900095865_4_read1743506	0.8240832793999999
493	G900095865_4_read288022	0.19545479359999998
494	G000752215_2_read7539622	0.04554066000652115
495	G000752215_2_read778026	0.3729484743
496	G900095865_3_read2979125	0.2825509869
497	G900095865_2_read8046303	0.2825509869
498	G900095865_4_read3994647	0.2078553514
499	G900095865_1_read3749005	0.010868449932719673
500	G001941055_1_read6526768	0.7884908171999999
501	G900095865_1_read1695271	0.2431771599
502	G900095865_5_read1069009	0.2431771599
503	G001486165_2_read4348673	0.7385023002
504	G000210095_1_read2277825	0.5075217237
505	G900095865_3_read4136796	0.010868449932719673
506	G900095865_4_read6356097	0.08834156174354457
507	G000752215_1_read1373116	0.005150485808228447
508	G000235505_1_read8134385	0.006635774178516447
509	G000235505_1_read8700660	0.08472935497686612
510	G000875945_1_read2391064	0.25191457230000003
511	G000621405_1_read918389	0.4264688941
512	G000235505_1_read2632875	0.011809303305318146
513	G000701545_1_read3055245	0.006263189013246051
514	G000403295_3_read1197145	0.01624299440084112
515	G000235505_2_read1009823	0.439884178
516	G000403295_3_read1905627	0.44191248359999996
517	G000875945_1_read598937	0.006446537916954835
518	G000403455_2_read6833911	0.6826751241
519	G000235505_1_read160689	0.3521735526
520	G000235505_1_read7027009	0.19234008831999158
521	G000403295_2_read2658315	0.18330194977832526
522	G000403295_3_read2977034	0.0040993241649983575
523	G000403295_2_read3545907	0.18330213531407005
524	G000235505_2_read4624868	0.008345590623481914
525	G000403295_1_read8604549	0.0040993241649983575
526	G000235505_1_read2237102	0.0410514224594179
527	G000403295_2_read8757735	0.010091550926915301
528	G000424265_1_read1839794	0.005004263891157694
529	G000424265_1_read1637842	0.020153883100000002
530	G000424265_1_read1170598	0.0031737939767968
531	G000235505_2_read9833892	0.01098430787381098
532	G000403295_2_read373229	0.18330213531407005
533	G000403455_1_read2892524	0.1377014558
534	G000403295_3_read3974096	0.18330213531407005
535	G000235505_2_read7090572	0.008345590623481914
536	G000403455_3_read5726869	0.005290092768888254
537	G000403455_3_read5676076	0.009450907367117786
538	G000403295_2_read1305282	0.3616492283
539	G000403295_3_read3436441	0.179475494
540	G000403295_3_read7564030	0.4178639861
541	G000235505_1_read8799262	0.008502078975049988
542	G000403295_1_read2975297	0.37747553030000003
543	G000218765_1_read82532	0.5810880653
544	G000371925_2_read7719370	0.6895136974
545	G000371925_1_read4687799	0.6895136974
546	G000702485_6_read7681657	0.0030248664478179734
547	G000702485_6_read1570116	0.14842459053396664
548	G001742305_1_read9426236	0.45687038160000004
549	G000702485_6_read5209456	0.0037363958170299884
550	G000702485_4_read2385512	0.269629485
551	G000702485_4_read88102	0.3776333233
552	G000702485_4_read7492909	0.19122517032443712
553	G000702485_6_read8798014	0.36125765239999996
554	G000179615_6_read805185	0.0018777734848883442
555	G000702485_1_read9526581	0.06178651231116615
556	G000469585_1_read4173423	1.0878634402
557	G000615945_1_read4138108	0.31327266197183096
558	G000218765_1_read6308329	0.008382224077761595
559	G000218765_1_read6017886	0.008382224077761595
560	G000615945_1_read3104189	0.10667566788056566
561	G000299355_5_read7726249	0.7221966271
562	G001420715_3_read6288342	0.0028868166623722837
563	G001544015_1_read2246543	0.8052463624
564	G001039275_8_read1571729	0.2333493216
565	G001420715_4_read7828147	0.18624700988013906
566	G001420715_3_read5102250	0.721529446
567	G001294525_1_read2382313	0.0013523528749145107
568	G001294525_1_read4617176	0.0619366768
569	G001039275_10_read278200	0.2333493216
570	G001039275_1_read2766446	0.002220311771428571
571	G001039275_5_read4423921	0.005972061053668973
572	G001039275_3_read8832544	0.05082716239783526
573	G001039275_2_read2346710	0.010080330370407028
574	G001039275_9_read9919290	0.002928623288935848
575	G001039275_6_read8290148	0.0017241020714285713
576	G001039275_4_read1380704	0.0005751872857142859
577	G001039275_2_read6549026	0.023722062663616626
578	G001039275_5_read8949453	0.002220311771428571
579	G001039275_9_read4259192	0.010079891801535283
580	G001039275_8_read5378137	0.010503574652280717
581	G001039275_10_read3287660	0.010080330370407028
582	G001039275_6_read6962923	0.001541663914285714
583	G001039275_7_read6735100	0.0026402902611856907
584	G001039275_8_read1948315	0.010080330370407028
585	G001039275_4_read8414035	0.010080330370407028
586	G001039275_9_read4864240	0.0026402902611856907
587	G001039275_2_read6412621	0.010080330370407028
588	G001039275_6_read1398366	0.010079832723886
589	G001039275_3_read1564176	0.0014770866669586303
590	G001039275_4_read2869136	0.0010675463409435205
591	G000620165_1_read7436636	0.08490740672041452
592	G001039275_5_read2541268	0.010080330370407028
593	G001039275_9_read8548369	0.0026402902611856907
594	G001039275_1_read1580482	0.0026402902611856907
595	G001039275_7_read3447585	0.0014922415082040993
596	G000218765_1_read812304	0.005996770578872702
597	G000299355_5_read6792968	0.7999174539
598	G000179615_4_read7155648	0.1645589423
599	G000179615_6_read9160260	0.06687170380083508
600	G001420855_10_read243245	0.36124721600000004
601	G000179615_10_read9320672	0.08736598895236238
602	G000179615_1_read6736424	0.0052298064507602954
603	G000179615_2_read2826521	0.013793447333105424
604	G000179615_4_read3771802	0.18948669450000002
605	G000179615_10_read8815878	0.05358001905761788
606	G000179615_5_read7854671	0.017044126678119394
607	G000179615_9_read5914823	0.06687170380083508
608	G000179615_4_read6967427	0.001946503704378761
609	G000179615_8_read6089850	0.0020980304587362073
610	G000179615_4_read9096226	0.1827555375
611	G000179615_6_read1996684	0.013793447333105424
612	G001420715_1_read4139808	0.2605587759
613	G000179615_3_read5178302	0.1304712503
614	G000179615_2_read4747994	0.2416684945
615	G000179615_9_read5094511	0.1723111579123358
616	G001420715_7_read1218899	0.004843460939635487
617	G001543345_3_read7171965	0.2605466642
618	G001543345_10_read5089831	0.001260910294817848
619	G001543345_10_read8094251	0.2605466642
620	G001543345_3_read8980800	0.008208160843738599
621	G001543345_10_read9707547	0.008208312585439345
622	G001543345_5_read8138533	0.0138894585
623	G001543345_2_read5721405	0.001260910294817848
624	G001543345_8_read4136181	0.0013262047059862776
625	G001543345_6_read8013680	0.001260910294817848
626	G001543345_6_read3250196	0.0138894585
627	G001543345_5_read7258595	0.005208376011315399
